,MSRDT_DE,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
25352,20181207,송파구,0.019,0.02,0.3,0.003,27.0,10.0
25398,20181208,송파구,0.021,0.018000000000000002,0.4,0.003,27.0,8.0
25444,20181209,송파구,0.024,0.017,0.5,0.003,27.0,11.0
25490,20181210,송파구,0.048,0.006,0.7,0.003,42.0,21.0
25536,20181211,송파구,0.046,0.004,0.6,0.003,42.0,22.0
25582,20181212,송파구,0.037000000000000005,0.012,0.6,0.004,52.0,27.0
25628,20181213,송파구,0.040999999999999995,0.009000000000000001,0.6,0.004,43.0,28.0
25674,20181214,송파구,0.04,0.008,0.6,0.004,36.0,18.0
25720,20181215,송파구,0.051,0.004,0.8,0.004,54.0,35.0
25766,20181216,송파구,0.051,0.003,0.8,0.004,54.0,41.0
25812,20181217,송파구,0.045,0.008,0.8,0.005,75.0,53.0
25858,20181218,송파구,0.051,0.006,0.8,0.004,48.0,29.0
25904,20181219,송파구,0.053,0.006,0.8,0.005,59.0,34.0
25950,20181220,송파구,0.061,0.005,1.0,0.005,64.0,37.0
25996,20181221,송파구,0.062,0.003,1.0,0.005,79.0,47.0
26042,20181222,송파구,0.071,0.006,1.2,0.006,98.0,68.0
26088,20181223,송파구,0.031,0.017,0.6,0.004,59.0,32.0
26134,20181224,송파구,0.035,0.012,0.5,0.004,28.0,12.0
26180,20181225,송파구,0.049,0.004,0.6,0.004,38.0,23.0
26226,20181226,송파구,0.036000000000000004,0.01,0.6,0.004,56.0,29.0
26272,20181227,송파구,0.022000000000000002,0.017,0.4,0.003,31.0,8.0
26318,20181228,송파구,0.027000000000000003,0.012,0.5,0.004,39.0,12.0
26364,20181229,송파구,0.024,0.017,0.4,0.003,44.0,8.0
26410,20181230,송파구,0.031,0.012,0.6,0.004,34.0,16.0
26456,20181231,송파구,0.047,0.005,0.8,0.004,47.0,28.0
26502,20190101,송파구,0.042,0.011000000000000001,0.8,0.004,44.0,28.0
26548,20190102,송파구,0.042,0.009000000000000001,0.7,0.004,37.0,21.0
26594,20190103,송파구,0.055,0.004,0.9,0.005,51.0,29.0
26640,20190104,송파구,0.063,0.004,1.1,0.006,63.0,40.0
26686,20190105,송파구,0.038,0.013000000000000001,0.7,0.005,69.0,41.0
26732,20190106,송파구,0.043,0.006999999999999999,0.7,0.005,58.0,25.0
26778,20190107,송파구,0.055,0.006,0.9,0.005,57.0,35.0
26824,20190108,송파구,0.031,0.016,0.5,0.005,47.0,19.0
26870,20190109,송파구,0.036000000000000004,0.01,0.6,0.004,59.0,21.0
26916,20190110,송파구,0.055999999999999994,0.003,0.8,0.005,68.0,35.0
26962,20190111,송파구,0.055999999999999994,0.004,0.9,0.005,80.0,56.0
27008,20190112,송파구,0.064,0.006,1.0,0.006999999999999999,90.0,62.0
27054,20190113,송파구,0.062,0.009000000000000001,1.2,0.006999999999999999,105.0,72.0
27100,20190114,송파구,0.076,0.004,1.5,0.006999999999999999,157.0,124.0
27146,20190115,송파구,0.042,0.015,1.0,0.006,133.0,88.0
27192,20190116,송파구,0.032,0.011000000000000001,0.5,0.004,55.0,18.0
27238,20190117,송파구,0.042,0.009000000000000001,0.6,0.005,48.0,23.0
27284,20190118,송파구,0.059000000000000004,0.005,0.8,0.006,60.0,36.0
27330,20190119,송파구,0.064,0.008,1.0,0.008,98.0,69.0
27376,20190120,송파구,0.027000000000000003,0.02,0.5,0.005,72.0,36.0
27422,20190121,송파구,0.039,0.009000000000000001,0.5,0.004,43.0,20.0
27468,20190122,송파구,0.049,0.009000000000000001,0.9,0.006,66.0,32.0
27514,20190123,송파구,0.047,0.01,0.9,0.005,77.0,45.0
27560,20190124,송파구,0.051,0.006,0.7,0.004,44.0,20.0
27606,20190125,송파구,0.04,0.012,0.6,0.004,51.0,19.0
27652,20190126,송파구,0.025,0.018000000000000002,0.5,0.003,43.0,16.0
27698,20190127,송파구,0.035,0.012,0.5,0.004,36.0,17.0
27744,20190128,송파구,0.027999999999999997,0.017,0.5,0.004,86.0,22.0
27790,20190129,송파구,0.044000000000000004,0.008,0.6,0.004,74.0,19.0
27836,20190130,송파구,0.061,0.005,0.8,0.005,67.0,32.0
27882,20190131,송파구,0.034,0.01,0.5,0.004,80.0,19.0
27928,20190201,송파구,0.035,0.011000000000000001,0.5,0.004,37.0,14.0
27974,20190202,송파구,0.042,0.006999999999999999,0.6,0.003,57.0,32.0
28020,20190203,송파구,0.035,0.012,0.7,0.003,37.0,30.0
28066,20190204,송파구,0.023,0.021,0.5,0.003,71.0,32.0
28112,20190205,송파구,0.039,0.012,0.6,0.004,85.0,22.0
28158,20190206,송파구,0.044000000000000004,0.012,0.7,0.005,91.0,31.0
28204,20190207,송파구,0.024,0.021,0.5,0.003,59.0,28.0
28250,20190208,송파구,0.032,0.013000000000000001,0.5,0.003,32.0,13.0
28296,20190209,송파구,0.025,0.018000000000000002,0.5,0.003,34.0,13.0
28342,20190210,송파구,0.031,0.013999999999999999,0.6,0.004,43.0,19.0
28388,20190211,송파구,0.03,0.018000000000000002,0.5,0.004,37.0,18.0
28434,20190212,송파구,0.043,0.013000000000000001,0.8,0.005,57.0,32.0
28480,20190213,송파구,0.033,0.019,0.5,0.004,40.0,17.0
28526,20190214,송파구,0.04,0.013999999999999999,0.6,0.004,55.0,23.0
28572,20190215,송파구,0.044000000000000004,0.01,0.6,0.004,38.0,25.0
28618,20190216,송파구,0.026000000000000002,0.025,0.8,0.004,58.0,43.0
28664,20190217,송파구,0.028999999999999998,0.022000000000000002,0.6,0.004,36.0,21.0
28710,20190218,송파구,0.053,0.006,0.8,0.004,46.0,25.0
28756,20190219,송파구,0.05,0.004,0.7,0.003,43.0,31.0
28802,20190220,송파구,0.036000000000000004,0.02,0.7,0.003,56.0,44.0
28848,20190221,송파구,0.055999999999999994,0.009000000000000001,1.1,0.004,83.0,63.0
28894,20190222,송파구,0.057,0.009000000000000001,1.0,0.004,75.0,52.0
28940,20190223,송파구,0.048,0.015,0.8,0.004,54.0,33.0
28986,20190224,송파구,0.048,0.018000000000000002,0.8,0.005,60.0,40.0
29032,20190225,송파구,0.044000000000000004,0.019,0.8,0.005,86.0,61.0
29078,20190226,송파구,0.049,0.011000000000000001,0.7,0.004,52.0,24.0
29124,20190227,송파구,0.052000000000000005,0.016,0.7,0.006,65.0,37.0
29170,20190228,송파구,0.064,0.013000000000000001,0.9,0.006999999999999999,89.0,55.0
29216,20190301,송파구,0.057,0.023,1.0,0.006,117.0,78.0
29262,20190302,송파구,0.061,0.019,1.1,0.005,117.0,76.0
29308,20190303,송파구,0.052000000000000005,0.024,0.9,0.004,94.0,62.0
29354,20190304,송파구,0.06,0.022000000000000002,1.0,0.005,151.0,101.0
29400,20190305,송파구,0.035,0.037000000000000005,0.9,0.005,176.0,127.0
29446,20190306,송파구,0.054000000000000006,0.023,0.8,0.005,134.0,95.0
29492,20190307,송파구,0.033,0.03,0.6,0.003,52.0,33.0
29538,20190308,송파구,0.05,0.004,0.6,0.004,55.0,29.0
29584,20190314,송파구,0.034,0.025,0.5,0.004,41.0,15.0
29630,20190315,송파구,0.035,0.028999999999999998,0.5,0.003,70.0,39.0
29676,20190318,송파구,0.05,0.013999999999999999,0.6,0.005,39.0,21.0
29722,20190319,송파구,0.061,0.022000000000000002,0.8,0.006999999999999999,68.0,40.0
29768,20190320,송파구,0.057,0.022000000000000002,0.8,0.004,100.0,71.0
29814,20190321,송파구,0.027999999999999997,0.033,0.4,0.003,34.0,25.0
29860,20190322,송파구,0.023,0.032,0.4,0.003,40.0,18.0
29906,20190323,송파구,0.03,0.027000000000000003,0.4,0.003,26.0,12.0
29952,20190324,송파구,0.024,0.032,0.4,0.003,28.0,11.0
29998,20190325,송파구,0.031,0.037000000000000005,0.4,0.004,51.0,28.0
30044,20190326,송파구,0.039,0.027999999999999997,0.5,0.004,56.0,33.0
30090,20190327,송파구,0.032,0.045,0.6,0.004,87.0,58.0
30136,20190328,송파구,0.034,0.03,0.6,0.003,88.0,58.0
30182,20190329,송파구,0.028999999999999998,0.033,0.4,0.003,41.0,21.0
30228,20190330,송파구,0.022000000000000002,0.034,0.4,0.002,35.0,27.0
30274,20190331,송파구,0.02,0.031,0.4,0.002,44.0,27.0
30320,20190401,송파구,0.023,0.031,0.3,0.003,24.0,14.0
30366,20190402,송파구,0.035,0.024,0.5,0.003,32.0,18.0
30412,20190403,송파구,0.037000000000000005,0.027000000000000003,0.4,0.004,38.0,24.0
30458,20190404,송파구,0.031,0.032,0.4,0.004,36.0,21.0
30504,20190405,송파구,0.027000000000000003,0.036000000000000004,0.4,0.003,82.0,27.0
30550,20190406,송파구,0.05,0.008,0.6,0.003,67.0,22.0
30596,20190407,송파구,0.024,0.03,0.4,0.003,35.0,18.0
30642,20190408,송파구,0.027999999999999997,0.028999999999999998,0.4,0.003,38.0,14.0
30688,20190409,송파구,0.031,0.022000000000000002,0.4,0.003,30.0,12.0
30734,20190410,송파구,0.025,0.026000000000000002,0.4,0.002,9.0,8.0
30780,20190411,송파구,0.036000000000000004,0.018000000000000002,0.6,0.003,31.0,21.0
30826,20190412,송파구,0.039,0.026000000000000002,0.5,0.004,47.0,31.0
30872,20190413,송파구,0.042,0.032,0.5,0.004,48.0,33.0
30918,20190414,송파구,0.028999999999999998,0.036000000000000004,0.4,0.003,39.0,23.0
30964,20190415,송파구,0.039,0.024,0.5,0.003,49.0,17.0
31010,20190416,송파구,0.05,0.022000000000000002,0.5,0.004,48.0,23.0
31056,20190417,송파구,0.046,0.025,0.6,0.005,42.0,21.0
31102,20190418,송파구,0.036000000000000004,0.021,0.4,0.004,37.0,27.0
31148,20190419,송파구,0.025,0.024,0.4,0.002,47.0,28.0
31194,20190420,송파구,0.03,0.027000000000000003,0.4,0.003,47.0,27.0
31240,20190421,송파구,0.02,0.035,0.4,0.002,37.0,32.0
31286,20190422,송파구,0.043,0.026000000000000002,0.6,0.003,94.0,46.0
31332,20190423,송파구,0.051,0.031,0.7,0.005,99.0,50.0
31378,20190424,송파구,0.035,0.025,0.5,0.003,58.0,48.0
31424,20190425,송파구,0.027000000000000003,0.018000000000000002,0.4,0.003,37.0,24.0
31470,20190426,송파구,0.021,0.026000000000000002,0.3,0.002,7.0,10.0
31516,20190427,송파구,0.027999999999999997,0.024,0.4,0.002,20.0,14.0
31562,20190428,송파구,0.02,0.036000000000000004,0.4,0.003,17.0,15.0
31608,20190429,송파구,0.040999999999999995,0.013000000000000001,0.5,0.002,28.0,20.0
31654,20190430,송파구,0.039,0.024,0.5,0.003,35.0,26.0
31700,20190501,송파구,0.03,0.032,0.5,0.003,64.0,31.0
31746,20190502,송파구,0.033,0.026000000000000002,0.4,0.003,60.0,21.0
31792,20190503,송파구,0.044000000000000004,0.034,0.6,0.005,54.0,28.0
31838,20190504,송파구,0.049,0.045,0.7,0.006,93.0,64.0
31884,20190505,송파구,0.037000000000000005,0.046,0.6,0.005,57.0,41.0
31930,20190506,송파구,0.013999999999999999,0.038,0.3,0.002,32.0,14.0
31976,20190507,송파구,0.033,0.031,0.4,0.003,50.0,21.0
32022,20190508,송파구,0.028999999999999998,0.048,0.4,0.005,49.0,25.0
32068,20190509,송파구,0.027999999999999997,0.040999999999999995,0.4,0.004,49.0,31.0
32114,20190510,송파구,0.049,0.036000000000000004,0.5,0.004,62.0,39.0
32160,20190511,송파구,0.06,0.028999999999999998,0.6,0.005,68.0,41.0
32206,20190512,송파구,0.039,0.051,0.5,0.005,53.0,38.0
32252,20190513,송파구,0.045,0.036000000000000004,0.5,0.005,54.0,39.0
32298,20190514,송파구,0.037000000000000005,0.038,0.4,0.005,47.0,39.0
32344,20190515,송파구,0.045,0.036000000000000004,0.6,0.005,66.0,50.0
32390,20190516,송파구,0.047,0.037000000000000005,0.6,0.004,67.0,48.0
32436,20190517,송파구,0.055999999999999994,0.027999999999999997,0.6,0.005,57.0,43.0
32482,20190518,송파구,0.017,0.040999999999999995,0.3,0.003,30.0,17.0
32528,20190519,송파구,0.013999999999999999,0.026000000000000002,0.3,0.002,7.0,13.0
32574,20190520,송파구,0.017,0.031,0.3,0.003,39.0,17.0
32620,20190521,송파구,0.022000000000000002,0.042,0.4,0.004,49.0,23.0
32666,20190522,송파구,0.026000000000000002,0.057,0.4,0.004,57.0,28.0
32712,20190523,송파구,0.037000000000000005,0.063,0.6,0.005,72.0,40.0
32758,20190524,송파구,0.05,0.069,0.6,0.005,79.0,48.0
32804,20190525,송파구,0.031,0.064,0.6,0.005,96.0,63.0
32850,20190526,송파구,0.03,0.047,0.4,0.004,38.0,21.0
32896,20190527,송파구,0.019,0.033,0.3,0.003,21.0,15.0
32942,20190528,송파구,0.021,0.037000000000000005,0.3,0.003,22.0,9.0
32988,20190529,송파구,0.033,0.044000000000000004,0.5,0.004,50.0,25.0
33036,20190530,송파구,0.033,0.049,0.5,0.004,48.0,25.0
33086,20190531,송파구,0.019,0.053,0.3,0.003,21.0,11.0
33136,20190601,송파구,0.02,0.052000000000000005,0.3,0.003,36.0,26.0
33186,20190602,송파구,0.031,0.047,0.5,0.004,41.0,24.0
33236,20190603,송파구,0.039,0.047,0.5,0.003,43.0,22.0
33286,20190604,송파구,0.028999999999999998,0.033,0.4,0.004,27.0,17.0
33336,20190605,송파구,0.032,0.040999999999999995,0.5,0.003,64.0,47.0
33386,20190606,송파구,0.04,0.027000000000000003,0.6,0.004,67.0,50.0
33436,20190607,송파구,0.016,0.055999999999999994,0.3,0.002,11.0,9.0
33486,20190608,송파구,0.026000000000000002,0.045,0.4,0.003,26.0,17.0
33536,20190609,송파구,0.024,0.05,0.5,0.005,50.0,40.0
33586,20190610,송파구,0.015,0.028999999999999998,0.3,0.002,12.0,8.0
33636,20190611,송파구,0.018000000000000002,0.039,0.2,0.002,13.0,7.0
33686,20190612,송파구,0.038,0.026000000000000002,0.4,0.003,37.0,22.0
33736,20190613,송파구,0.038,0.033,0.4,0.003,32.0,20.0
33786,20190614,송파구,0.037000000000000005,0.033,0.4,0.003,40.0,26.0
33836,20190615,송파구,0.018000000000000002,0.046,0.4,0.002,41.0,21.0
33886,20190616,송파구,0.013999999999999999,0.048,0.3,0.002,18.0,11.0
33936,20190617,송파구,0.018000000000000002,0.04,0.3,0.003,26.0,17.0
33986,20190618,송파구,0.027000000000000003,0.027999999999999997,0.4,0.003,32.0,22.0
34036,20190619,송파구,0.025,0.044000000000000004,0.4,0.002,37.0,27.0
34086,20190620,송파구,0.025,0.046,0.4,0.002,35.0,24.0
34136,20190621,송파구,0.024,0.036000000000000004,0.4,0.002,33.0,22.0
34186,20190622,송파구,0.013999999999999999,0.04,0.3,0.002,14.0,6.0
34236,20190623,송파구,0.013000000000000001,0.043,0.3,0.002,16.0,9.0
34286,20190624,송파구,0.027999999999999997,0.038,0.3,0.003,23.0,10.0
34336,20190625,송파구,0.034,0.048,0.4,0.003,32.0,18.0
34386,20190626,송파구,0.039,0.037000000000000005,0.4,0.003,34.0,19.0
34436,20190627,송파구,0.019,0.042,0.3,0.002,16.0,8.0
34486,20190628,송파구,0.03,0.034,0.5,0.004,35.0,26.0
34536,20190629,송파구,0.021,0.03,0.4,0.003,22.0,15.0
34586,20190630,송파구,0.015,0.038,0.4,0.003,32.0,21.0
34636,20190701,송파구,0.019,0.053,0.5,0.003,33.0,23.0
34686,20190702,송파구,0.02,0.052000000000000005,0.4,0.003,28.0,20.0
34736,20190703,송파구,0.025,0.026000000000000002,0.4,0.003,34.0,26.0
34786,20190704,송파구,0.036000000000000004,0.031,0.4,0.003,33.0,21.0
34836,20190705,송파구,0.040999999999999995,0.042,0.5,0.003,32.0,19.0
34886,20190706,송파구,0.023,0.048,0.4,0.003,25.0,16.0
34936,20190707,송파구,0.009000000000000001,0.046,0.3,0.002,17.0,9.0
34986,20190708,송파구,0.012,0.037000000000000005,0.2,0.002,10.0,4.0
35036,20190709,송파구,0.013000000000000001,0.034,0.2,0.002,11.0,5.0
35086,20190710,송파구,0.013999999999999999,0.027999999999999997,0.2,0.002,10.0,5.0
35136,20190711,송파구,0.015,0.02,0.3,0.002,9.0,2.0
35186,20190712,송파구,0.02,0.026000000000000002,0.3,0.003,14.0,6.0
35236,20190713,송파구,0.019,0.04,0.4,0.003,27.0,20.0
35286,20190714,송파구,0.019,0.053,0.5,0.003,39.0,33.0
35336,20190715,송파구,0.027000000000000003,0.032,0.5,0.002,37.0,30.0
35386,20190716,송파구,0.026000000000000002,0.033,0.5,0.002,31.0,22.0
35436,20190717,송파구,0.034,0.039,0.6,0.003,55.0,47.0
35486,20190718,송파구,0.031,0.057999999999999996,0.6,0.003,54.0,47.0
35536,20190719,송파구,0.023,0.034,0.4,0.003,24.0,21.0
35586,20190720,송파구,0.01,0.013999999999999999,0.2,0.002,7.0,4.0
35636,20190721,송파구,0.009000000000000001,0.02,0.3,0.002,12.0,8.0
35686,20190722,송파구,0.018000000000000002,0.047,0.4,0.003,38.0,30.0
35736,20190723,송파구,0.02,0.022000000000000002,0.3,0.003,23.0,16.0
35786,20190724,송파구,0.019,0.013000000000000001,0.2,0.002,17.0,10.0
35836,20190725,송파구,0.024,0.018000000000000002,0.2,0.002,18.0,12.0
35886,20190726,송파구,0.026000000000000002,0.023,0.3,0.002,14.0,12.0
35936,20190727,송파구,0.017,0.035,0.2,0.002,13.0,10.0
35986,20190728,송파구,0.012,0.025,0.2,0.002,10.0,7.0
36036,20190729,송파구,0.012,0.011000000000000001,0.1,0.002,12.0,7.0
36086,20190730,송파구,0.009000000000000001,0.018000000000000002,0.1,0.002,13.0,8.0
36136,20190731,송파구,0.019,0.017,0.2,0.002,11.0,7.0
36186,20190801,송파구,0.019,0.015,0.2,0.002,11.0,6.0
36236,20190802,송파구,0.024,0.021,0.2,0.002,16.0,10.0
36286,20190803,송파구,0.022000000000000002,0.034,0.2,0.002,16.0,10.0
36336,20190804,송파구,0.021,0.051,0.2,0.002,23.0,15.0
36386,20190805,송파구,0.033,0.035,0.1,0.002,30.0,22.0
36436,20190806,송파구,0.026000000000000002,0.025,0.1,0.002,23.0,15.0
36486,20190807,송파구,0.026000000000000002,0.011000000000000001,0.1,0.002,15.0,10.0
36536,20190808,송파구,0.024,0.027000000000000003,0.1,0.003,33.0,26.0
36586,20190809,송파구,0.031,0.02,0.1,0.003,22.0,12.0
36636,20190810,송파구,0.019,0.027000000000000003,0.1,0.002,18.0,11.0
36686,20190811,송파구,0.008,0.026000000000000002,0.1,0.002,13.0,7.0
36736,20190812,송파구,0.019,0.013000000000000001,0.1,0.002,12.0,9.0
36786,20190813,송파구,0.021,0.024,0.2,0.003,18.0,10.0
36836,20190814,송파구,0.02,0.019,0.3,0.003,16.0,9.0
36886,20190815,송파구,0.012,0.013000000000000001,0.3,0.002,7.0,3.0
36936,20190816,송파구,0.016,0.026000000000000002,0.4,0.003,14.0,7.0
36986,20190817,송파구,0.013000000000000001,0.057999999999999996,0.5,0.003,27.0,16.0
37036,20190818,송파구,0.015,0.05,0.5,0.003,23.0,14.0
37086,20190819,송파구,0.033,0.035,0.5,0.003,23.0,14.0
37136,20190820,송파구,0.025,0.040999999999999995,0.5,0.003,25.0,16.0
37186,20190821,송파구,0.032,0.032,0.5,0.004,27.0,18.0
37236,20190822,송파구,0.027999999999999997,0.035,0.5,0.003,32.0,22.0
37285,20190823,송파구,0.024,0.04,0.6,0.003,30.0,17.0
37334,20190824,송파구,0.025,0.024,0.5,0.004,22.0,11.0
37383,20190825,송파구,0.019,0.036000000000000004,0.5,0.003,19.0,11.0
37432,20190826,송파구,0.027000000000000003,0.04,0.5,0.003,24.0,14.0
37481,20190827,송파구,0.03,0.037000000000000005,0.5,0.002,22.0,17.0
37530,20190828,송파구,0.026000000000000002,0.038,0.5,0.003,28.0,18.0
37579,20190829,송파구,0.024,0.031,0.5,0.003,24.0,15.0
37628,20190830,송파구,0.024,0.025,0.4,0.003,17.0,9.0
37677,20190831,송파구,0.024,0.032,0.4,0.003,17.0,10.0
37726,20190901,송파구,0.021,0.032,0.5,0.003,17.0,11.0
37775,20190902,송파구,0.034,0.026000000000000002,0.5,0.003,24.0,13.0
37824,20190903,송파구,0.027000000000000003,0.017,0.5,0.002,19.0,10.0
37873,20190904,송파구,0.023,0.016,0.4,0.002,7.0,3.0
37922,20190905,송파구,0.024,0.006999999999999999,0.4,0.002,7.0,4.0
37971,20190906,송파구,0.024,0.009000000000000001,0.4,0.003,13.0,5.0
38020,20190909,송파구,0.031,0.013999999999999999,0.6,0.003,33.0,22.0
38069,20190910,송파구,0.027000000000000003,0.013000000000000001,0.4,0.002,10.0,6.0
38118,20190911,송파구,0.016,0.036000000000000004,0.4,0.002,8.0,3.0
38167,20190912,송파구,0.011000000000000001,0.023,0.3,0.002,11.0,6.0
38216,20190913,송파구,0.013000000000000001,0.027999999999999997,0.3,0.002,11.0,5.0
38265,20190914,송파구,0.02,0.018000000000000002,0.4,0.002,16.0,8.0
38314,20190915,송파구,0.012,0.028999999999999998,0.5,0.002,13.0,8.0
38363,20190916,송파구,0.018000000000000002,0.022000000000000002,0.4,0.002,10.0,5.0
38412,20190917,송파구,0.03,0.024,0.4,0.002,23.0,8.0
38461,20190918,송파구,0.031,0.022000000000000002,0.5,0.003,31.0,12.0
38510,20190919,송파구,0.023,0.026000000000000002,0.4,0.003,29.0,10.0
38559,20190920,송파구,0.024,0.013999999999999999,0.4,0.002,22.0,8.0
38609,20190921,송파구,0.022000000000000002,0.017,0.4,0.002,15.0,5.0
38659,20190922,송파구,0.011000000000000001,0.036000000000000004,0.3,0.002,5.0,2.0
38709,20190923,송파구,0.015,0.032,0.3,0.002,11.0,5.0
38759,20190924,송파구,0.034,0.016,0.5,0.003,24.0,12.0
38809,20190925,송파구,0.038,0.019,0.5,0.003,28.0,15.0
38859,20190926,송파구,0.036000000000000004,0.016,0.5,0.003,25.0,15.0
38909,20190927,송파구,0.034,0.011000000000000001,0.5,0.003,23.0,11.0
38959,20190928,송파구,0.032,0.018000000000000002,0.5,0.003,26.0,16.0
39009,20190929,송파구,0.031,0.031,0.5,0.003,34.0,23.0
39059,20190930,송파구,0.040999999999999995,0.032,0.6,0.003,46.0,33.0
39109,20191001,송파구,0.037000000000000005,0.024,0.6,0.003,40.0,28.0
39159,20191002,송파구,0.024,0.006,0.4,0.003,19.0,14.0
39209,20191003,송파구,0.015,0.018000000000000002,0.3,0.002,7.0,5.0
39259,20191004,송파구,0.026000000000000002,0.018000000000000002,0.4,0.003,21.0,15.0
39309,20191005,송파구,0.018000000000000002,0.023,0.5,0.003,40.0,25.0
39359,20191006,송파구,0.011000000000000001,0.031,0.3,0.002,12.0,5.0
39409,20191007,송파구,0.025,0.01,0.4,0.002,11.0,8.0
39459,20191008,송파구,0.02,0.025,0.4,0.002,24.0,10.0
39508,20191009,송파구,0.031,0.013000000000000001,0.5,0.003,25.0,11.0
39557,20191010,송파구,0.039,0.006999999999999999,0.6,0.003,29.0,15.0
39607,20191011,송파구,0.027999999999999997,0.02,0.6,0.003,31.0,18.0
39657,20191012,송파구,0.013000000000000001,0.036000000000000004,0.4,0.002,25.0,11.0
39707,20191013,송파구,0.015,0.028999999999999998,0.3,0.002,17.0,8.0
39777,20191014,송파구,0.027999999999999997,0.017,0.5,0.003,30.0,15.0
39867,20191015,송파구,0.027999999999999997,0.015,0.4,0.002,21.0,8.0
39956,20191016,송파구,0.033,0.018000000000000002,0.5,0.003,28.0,15.0
40046,20191017,송파구,0.034,0.019,0.5,0.002,31.0,17.0
40137,20191018,송파구,0.027999999999999997,0.017,0.4,0.002,18.0,9.0
40225,20191019,송파구,0.03,0.022000000000000002,0.5,0.002,22.0,11.0
40312,20191020,송파구,0.031,0.022000000000000002,0.5,0.003,35.0,25.0
40400,20191021,송파구,0.04,0.021,0.7,0.003,36.0,22.0
40490,20191022,송파구,0.044000000000000004,0.017,0.7,0.003,35.0,21.0
40581,20191023,송파구,0.035,0.016,0.5,0.003,25.0,14.0
40669,20191024,송파구,0.023,0.036000000000000004,0.4,0.002,27.0,17.0
40757,20191025,송파구,0.028999999999999998,0.025,0.4,0.002,23.0,11.0
40846,20191026,송파구,0.019,0.023,0.4,0.002,24.0,13.0
40935,20191027,송파구,0.026000000000000002,0.022000000000000002,0.5,0.003,25.0,14.0
41024,20191028,송파구,0.028999999999999998,0.026000000000000002,0.5,0.003,29.0,18.0
41113,20191029,송파구,0.027000000000000003,0.02,0.5,0.003,84.0,24.0
41202,20191030,송파구,0.033,0.015,0.5,0.003,26.0,11.0
41291,20191031,송파구,0.034,0.024,0.5,0.003,64.0,23.0
