date,search,team
2017/12/22,26.11464,LG
2017/12/23,15.92356,LG
2017/12/24,10.82802,LG
2017/12/25,7.00636,LG
2017/12/26,5.09554,LG
2017/12/27,7.64331,LG
2017/12/28,0,LG
2017/12/29,3.82165,LG
2017/12/30,0,LG
2017/12/31,0,LG
2018/01/01,3.18471,LG
2018/01/02,3.18471,LG
2018/01/03,0,LG
2018/01/04,5.09554,LG
2018/01/05,7.64331,LG
2018/01/06,0,LG
2018/01/07,0,LG
2018/01/08,0,LG
2018/01/09,0,LG
2018/01/10,0,LG
2018/01/11,3.18471,LG
2018/01/12,0,LG
2018/01/13,0,LG
2018/01/14,0,LG
2018/01/15,0,LG
2018/01/16,0,LG
2018/01/17,0,LG
2018/01/18,3.82165,LG
2018/01/19,0,LG
2018/01/20,0,LG
2018/01/21,0,LG
2018/01/22,0,LG
2018/01/23,0,LG
2018/01/24,0,LG
2018/01/25,0,LG
2018/01/26,0,LG
2018/01/27,0,LG
2018/01/28,3.82165,LG
2018/01/29,0,LG
2018/01/30,0,LG
2018/01/31,0,LG
2018/02/01,0,LG
2018/02/02,3.18471,LG
2018/02/03,0,LG
2018/02/04,0,LG
2018/02/05,0,LG
2018/02/06,3.82165,LG
2018/02/07,3.18471,LG
2018/02/08,3.18471,LG
2018/02/09,0,LG
2018/02/10,0,LG
2018/02/11,0,LG
2018/02/12,7.64331,LG
2018/02/13,0,LG
2018/02/14,0,LG
2018/02/15,0,LG
2018/02/16,0,LG
2018/02/17,0,LG
2018/02/18,0,LG
2018/02/19,3.18471,LG
2018/02/20,0,LG
2018/02/21,0,LG
2018/02/22,9.55414,LG
2018/02/23,3.82165,LG
2018/02/24,0,LG
2018/02/25,0,LG
2018/02/26,3.18471,LG
2018/02/27,0,LG
2018/02/28,3.82165,LG
2018/03/01,5.09554,LG
2018/03/02,0,LG
2018/03/03,5.09554,LG
2018/03/04,0,LG
2018/03/05,4.45859,LG
2018/03/06,17.19745,LG
2018/03/07,5.09554,LG
2018/03/08,0,LG
2018/03/09,0,LG
2018/03/10,0,LG
2018/03/11,3.82165,LG
2018/03/12,10.19108,LG
2018/03/13,9.55414,LG
2018/03/14,0,LG
2018/03/15,3.18471,LG
2018/03/16,3.82165,LG
2018/03/17,8.91719,LG
2018/03/18,7.00636,LG
2018/03/19,3.18471,LG
2018/03/20,7.64331,LG
2018/03/21,13.37579,LG
2018/03/22,10.19108,LG
2018/03/23,8.28025,LG
2018/03/24,17.83439,LG
2018/03/25,15.92356,LG
2018/03/26,8.28025,LG
2018/03/27,21.0191,LG
2018/03/28,17.19745,LG
2018/03/29,17.19745,LG
2018/03/30,17.19745,LG
2018/03/31,32.48407,LG
2018/04/01,48.40764,LG
2018/04/02,28.02547,LG
2018/04/03,31.84713,LG
2018/04/04,34.3949,LG
2018/04/05,18.47133,LG
2018/04/06,28.02547,LG
2018/04/07,27.38853,LG
2018/04/08,28.66242,LG
2018/04/09,17.83439,LG
2018/04/10,33.75796,LG
2018/04/11,29.9363,LG
2018/04/12,40.12738,LG
2018/04/13,27.38853,LG
2018/04/14,36.94267,LG
2018/04/15,47.7707,LG
2018/04/16,34.3949,LG
2018/04/17,38.21656,LG
2018/04/18,50.31847,LG
2018/04/19,98.08917,LG
2018/04/20,46.49681,LG
2018/04/21,39.49044,LG
2018/04/22,51.59235,LG
2018/04/23,31.21019,LG
2018/04/24,57.96178,LG
2018/04/25,76.43312,LG
2018/04/26,61.78343,LG
2018/04/27,51.59235,LG
2018/04/28,66.24203,LG
2018/04/29,63.05732,LG
2018/04/30,37.57961,LG
2018/05/01,67.51592,LG
2018/05/02,50.95541,LG
2018/05/03,48.40764,LG
2018/05/04,61.14649,LG
2018/05/05,64.96815,LG
2018/05/06,59.23566,LG
2018/05/07,35.03184,LG
2018/05/08,77.07006,LG
2018/05/09,66.87898,LG
2018/05/10,49.68152,LG
2018/05/11,59.87261,LG
2018/05/12,29.9363,LG
2018/05/13,35.66878,LG
2018/05/14,35.66878,LG
2018/05/15,49.04458,LG
2018/05/16,32.48407,LG
2018/05/17,27.38853,LG
2018/05/18,64.33121,LG
2018/05/19,59.87261,LG
2018/05/20,53.50318,LG
2018/05/21,40.12738,LG
2018/05/22,48.40764,LG
2018/05/23,51.59235,LG
2018/05/24,44.58598,LG
2018/05/25,48.40764,LG
2018/05/26,28.66242,LG
2018/05/27,26.11464,LG
2018/05/28,22.29299,LG
2018/05/29,39.49044,LG
2018/05/30,38.8535,LG
2018/05/31,46.49681,LG
2018/06/01,52.86624,LG
2018/06/02,61.14649,LG
2018/06/03,64.33121,LG
2018/06/04,37.57961,LG
2018/06/05,85.98726,LG
2018/06/06,63.69426,LG
2018/06/07,66.24203,LG
2018/06/08,52.86624,LG
2018/06/09,54.14012,LG
2018/06/10,68.7898,LG
2018/06/11,26.11464,LG
2018/06/12,47.7707,LG
2018/06/13,47.13375,LG
2018/06/14,50.95541,LG
2018/06/15,49.68152,LG
2018/06/16,49.04458,LG
2018/06/17,62.42038,LG
2018/06/18,28.02547,LG
2018/06/19,36.94267,LG
2018/06/20,40.12738,LG
2018/06/21,49.04458,LG
2018/06/22,61.14649,LG
2018/06/23,66.87898,LG
2018/06/24,73.88535,LG
2018/06/25,31.21019,LG
2018/06/26,36.30573,LG
2018/06/27,40.76433,LG
2018/06/28,25.4777,LG
2018/06/29,35.66878,LG
2018/06/30,41.40127,LG
2018/07/01,26.11464,LG
2018/07/02,10.82802,LG
2018/07/03,57.32484,LG
2018/07/04,32.48407,LG
2018/07/05,30.57324,LG
2018/07/06,38.21656,LG
2018/07/07,33.75796,LG
2018/07/08,29.29936,LG
2018/07/09,21.0191,LG
2018/07/10,31.84713,LG
2018/07/11,31.21019,LG
2018/07/12,38.8535,LG
2018/07/13,17.83439,LG
2018/07/14,11.46496,LG
2018/07/15,15.92356,LG
2018/07/16,15.28662,LG
2018/07/17,38.8535,LG
2018/07/18,29.29936,LG
2018/07/19,33.12101,LG
2018/07/20,25.4777,LG
2018/07/21,48.40764,LG
2018/07/22,44.58598,LG
2018/07/23,16.5605,LG
2018/07/24,23.56687,LG
2018/07/25,17.83439,LG
2018/07/26,29.29936,LG
2018/07/27,35.03184,LG
2018/07/28,31.21019,LG
2018/07/29,33.75796,LG
2018/07/30,24.84076,LG
2018/07/31,22.92993,LG
2018/08/01,46.49681,LG
2018/08/02,48.40764,LG
2018/08/03,37.57961,LG
2018/08/04,36.30573,LG
2018/08/05,28.66242,LG
2018/08/06,18.47133,LG
2018/08/07,36.94267,LG
2018/08/08,47.7707,LG
2018/08/09,57.32484,LG
2018/08/10,56.68789,LG
2018/08/11,40.76433,LG
2018/08/12,42.03821,LG
2018/08/13,27.38853,LG
2018/08/14,36.94267,LG
2018/08/15,31.21019,LG
2018/08/16,26.11464,LG
2018/08/17,14.64968,LG
2018/08/18,10.82802,LG
2018/08/19,5.09554,LG
2018/08/20,6.36942,LG
2018/08/21,3.18471,LG
2018/08/22,7.64331,LG
2018/08/23,3.82165,LG
2018/08/24,3.18471,LG
2018/08/25,0,LG
2018/08/26,8.28025,LG
2018/08/27,8.91719,LG
2018/08/28,6.36942,LG
2018/08/29,5.09554,LG
2018/08/30,0,LG
2018/08/31,0,LG
2018/09/01,0,LG
2018/09/02,0,LG
2018/09/03,8.91719,LG
2018/09/04,15.28662,LG
2018/09/05,13.37579,LG
2018/09/06,15.28662,LG
2018/09/07,8.28025,LG
2018/09/08,9.55414,LG
2018/09/09,37.57961,LG
2018/09/10,40.76433,LG
2018/09/11,18.47133,LG
2018/09/12,18.47133,LG
2018/09/13,15.92356,LG
2018/09/14,12.10191,LG
2018/09/15,12.73885,LG
2018/09/16,12.73885,LG
2018/09/17,14.01273,LG
2018/09/18,21.0191,LG
2018/09/19,25.4777,LG
2018/09/20,29.9363,LG
2018/09/21,33.75796,LG
2018/09/22,28.02547,LG
2018/09/23,29.9363,LG
2018/09/24,12.73885,LG
2018/09/25,28.02547,LG
2018/09/26,31.84713,LG
2018/09/27,34.3949,LG
2018/09/28,33.75796,LG
2018/09/29,72.61146,LG
2018/09/30,100.0,LG
2018/10/01,38.21656,LG
2018/10/02,51.59235,LG
2018/10/03,54.77707,LG
2018/10/04,27.38853,LG
2018/10/05,7.64331,LG
2018/10/06,31.21019,LG
2018/10/07,26.75159,LG
2018/10/08,13.37579,LG
2018/10/09,21.0191,LG
2018/10/10,14.01273,LG
2018/10/11,7.64331,LG
2018/10/12,7.00636,LG
2018/10/13,16.5605,LG
2018/10/14,15.92356,LG
2018/10/15,10.19108,LG
2018/10/16,8.91719,LG
2018/10/17,5.09554,LG
2018/10/18,0,LG
2018/10/19,23.56687,LG
2018/10/20,5.09554,LG
2018/10/21,10.19108,LG
2018/10/22,11.46496,LG
2018/10/23,14.64968,LG
2018/10/24,14.64968,LG
2018/10/25,11.46496,LG
2018/10/26,3.18471,LG
2018/10/27,0,LG
2018/10/28,4.45859,LG
2018/10/29,6.36942,LG
2018/10/30,3.18471,LG
2018/10/31,3.18471,LG
2018/11/01,4.45859,LG
2018/11/02,8.28025,LG
2018/11/03,7.64331,LG
2018/11/04,10.82802,LG
2018/11/05,8.28025,LG
2018/11/06,8.28025,LG
2018/11/07,5.73248,LG
2018/11/08,7.00636,LG
2018/11/09,3.82165,LG
2018/11/10,0,LG
2018/11/11,4.45859,LG
2018/11/12,12.10191,LG
2018/11/13,8.28025,LG
2018/11/14,7.64331,LG
2018/11/15,3.18471,LG
2018/11/16,3.82165,LG
2018/11/17,0,LG
2018/11/18,3.18471,LG
2018/11/19,0,LG
2018/11/20,3.18471,LG
2018/11/21,5.73248,LG
2018/11/22,0,LG
2018/11/23,0,LG
2018/11/24,0,LG
2018/11/25,0,LG
2018/11/26,0,LG
2018/11/27,0,LG
2018/11/28,0,LG
2018/11/29,3.18471,LG
2018/11/30,3.82165,LG
2018/12/01,3.18471,LG
2018/12/02,0,LG
2018/12/03,3.18471,LG
2018/12/04,5.09554,LG
2018/12/05,0,LG
2018/12/06,3.18471,LG
2018/12/07,0,LG
2018/12/08,0,LG
2018/12/09,7.00636,LG
2018/12/10,3.18471,LG
2018/12/11,0,LG
2018/12/12,0,LG
2018/12/13,0,LG
2018/12/14,0,LG
2018/12/15,0,LG
2018/12/16,0,LG
2018/12/17,0,LG
2018/12/18,0,LG
2018/12/19,0,LG
2018/12/20,0,LG
2018/12/21,0,LG
2018/12/22,0,LG
2018/12/23,0,LG
2018/12/24,0,LG
2018/12/25,0,LG
2018/12/26,0,LG
2018/12/27,0,LG
2018/12/28,0,LG
2018/12/29,0,LG
2018/12/30,0,LG
2018/12/31,0,LG
2019/01/01,0,LG
2019/01/02,0,LG
2019/01/03,0,LG
2019/01/04,0,LG
2019/01/05,0,LG
2019/01/06,0,LG
2019/01/07,0,LG
2019/01/08,3.82165,LG
2019/01/09,0,LG
2019/01/10,0,LG
2019/01/11,0,LG
2019/01/12,0,LG
2019/01/13,0,LG
2019/01/14,0,LG
2019/01/15,0,LG
2019/01/16,4.45859,LG
2019/01/17,0,LG
2019/01/18,0,LG
2019/01/19,4.45859,LG
2019/01/20,0,LG
2019/01/21,3.82165,LG
2019/01/22,3.82165,LG
2019/01/23,0,LG
2019/01/24,0,LG
2019/01/25,0,LG
2019/01/26,0,LG
2019/01/27,0,LG
2019/01/28,0,LG
2019/01/29,0,LG
2019/01/30,0,LG
2019/01/31,0,LG
2019/02/01,0,LG
2019/02/02,0,LG
2019/02/03,0,LG
2019/02/04,0,LG
2019/02/05,0,LG
2019/02/06,0,LG
2019/02/07,4.45859,LG
2019/02/08,0,LG
2019/02/09,0,LG
2019/02/10,0,LG
2019/02/11,3.82165,LG
2019/02/12,19.74522,LG
2019/02/13,3.18471,LG
2019/02/14,0,LG
2019/02/15,0,LG
2019/02/16,0,LG
2019/02/17,0,LG
2019/02/18,0,LG
2019/02/19,0,LG
2019/02/20,0,LG
2019/02/21,0,LG
2019/02/22,0,LG
2019/02/23,0,LG
2019/02/24,11.46496,LG
2019/02/25,4.45859,LG
2019/02/26,7.00636,LG
2019/02/27,7.64331,LG
2019/02/28,4.45859,LG
2019/03/01,0,LG
2019/03/02,0,LG
2019/03/03,3.18471,LG
2019/03/04,0,LG
2019/03/05,4.45859,LG
2019/03/06,0,LG
2019/03/07,0,LG
2019/03/08,0,LG
2019/03/09,0,LG
2019/03/10,3.18471,LG
2019/03/11,0,LG
2019/03/12,3.18471,LG
2019/03/13,0,LG
2019/03/14,11.46496,LG
2019/03/15,3.18471,LG
2019/03/16,0,LG
2019/03/17,4.45859,LG
2019/03/18,3.82165,LG
2019/03/19,11.46496,LG
2019/03/20,0,LG
2019/03/21,3.18471,LG
2019/03/22,5.09554,LG
2019/03/23,24.84076,LG
2019/03/24,23.56687,LG
2019/03/25,13.37579,LG
2019/03/26,22.92993,LG
2019/03/27,21.0191,LG
2019/03/28,23.56687,LG
2019/03/29,43.3121,LG
2019/03/30,38.21656,LG
2019/03/31,46.49681,LG
2019/04/01,28.02547,LG
2019/04/02,35.66878,LG
2019/04/03,24.84076,LG
2019/04/04,41.40127,LG
2019/04/05,45.85987,LG
2019/04/06,31.21019,LG
2019/04/07,29.9363,LG
2019/04/08,15.92356,LG
2019/04/09,19.74522,LG
2019/04/10,31.84713,LG
2019/04/11,42.03821,LG
2019/04/12,41.40127,LG
2019/04/13,43.94904,LG
2019/04/14,29.29936,LG
2019/04/15,31.84713,LG
2019/04/16,33.12101,LG
2019/04/17,37.57961,LG
2019/04/18,33.12101,LG
2019/04/19,35.03184,LG
2019/04/20,34.3949,LG
2019/04/21,13.37579,LG
2019/04/22,30.57324,LG
2019/04/23,47.13375,LG
2019/04/24,44.58598,LG
2019/04/25,30.57324,LG
2019/04/26,19.74522,LG
2019/04/27,31.21019,LG
2019/04/28,51.59235,LG
2019/04/29,29.9363,LG
2019/04/30,61.14649,LG
2019/05/01,56.05095,LG
2019/05/02,78.98089,LG
2019/05/03,68.7898,LG
2019/05/04,53.50318,LG
2019/05/05,44.58598,LG
2019/05/06,17.83439,LG
2019/05/07,53.50318,LG
2019/05/08,43.94904,LG
2019/05/09,38.21656,LG
2019/05/10,51.59235,LG
2019/05/11,39.49044,LG
2019/05/12,41.40127,LG
2019/05/13,22.92993,LG
2019/05/14,42.67515,LG
2019/05/15,44.58598,LG
2019/05/16,40.12738,LG
2019/05/17,46.49681,LG
2019/05/18,38.8535,LG
2019/05/19,18.47133,LG
2019/05/20,15.28662,LG
2019/05/21,29.29936,LG
2019/05/22,29.29936,LG
2019/05/23,31.84713,LG
2019/05/24,37.57961,LG
2019/05/25,42.67515,LG
2019/05/26,17.83439,LG
2019/05/27,10.82802,LG
2019/05/28,17.83439,LG
2019/05/29,13.37579,LG
2019/05/30,21.0191,LG
2019/05/31,26.11464,LG
2019/06/01,46.49681,LG
2019/06/02,35.66878,LG
2019/06/03,12.73885,LG
2019/06/04,40.12738,LG
2019/06/05,25.4777,LG
2019/06/06,46.49681,LG
2019/06/07,37.57961,LG
2019/06/08,30.57324,LG
2019/06/09,31.21019,LG
2019/06/10,12.10191,LG
2019/06/11,42.03821,LG
2019/06/12,34.3949,LG
2019/06/13,47.13375,LG
2019/06/14,28.02547,LG
2019/06/15,36.94267,LG
2019/06/16,38.8535,LG
2019/06/17,21.65605,LG
2019/06/18,25.4777,LG
2019/06/19,26.75159,LG
2019/06/20,35.03184,LG
2019/06/21,50.95541,LG
2019/06/22,39.49044,LG
2019/06/23,45.22292,LG
2019/06/24,17.83439,LG
2019/06/25,42.67515,LG
2019/06/26,40.76433,LG
2019/06/27,33.12101,LG
2019/06/28,22.92993,LG
2019/06/29,29.9363,LG
2019/06/30,29.29936,LG
2019/07/01,17.19745,LG
2019/07/02,28.66242,LG
2019/07/03,41.40127,LG
2019/07/04,31.21019,LG
2019/07/05,32.48407,LG
2019/07/06,26.75159,LG
2019/07/07,34.3949,LG
2019/07/08,19.10828,LG
2019/07/09,47.7707,LG
2019/07/10,20.38216,LG
2019/07/11,34.3949,LG
2019/07/12,40.76433,LG
2019/07/13,14.01273,LG
2019/07/14,16.5605,LG
2019/07/15,8.91719,LG
2019/07/16,14.01273,LG
2019/07/17,16.5605,LG
2019/07/18,19.10828,LG
2019/07/19,11.46496,LG
2019/07/20,5.09554,LG
2019/07/21,3.18471,LG
2019/07/22,8.91719,LG
2019/07/23,7.00636,LG
2019/07/24,5.73248,LG
2019/07/25,7.64331,LG
2019/07/26,16.5605,LG
2019/07/27,8.28025,LG
2019/07/28,25.4777,LG
2019/07/29,15.92356,LG
2019/07/30,11.46496,LG
2019/07/31,26.11464,LG
2019/08/01,14.01273,LG
2019/08/02,20.38216,LG
2019/08/03,26.75159,LG
2019/08/04,22.29299,LG
2019/08/05,17.83439,LG
2019/08/06,13.37579,LG
2019/08/07,19.74522,LG
2019/08/08,17.19745,LG
2019/08/09,21.65605,LG
2019/08/10,16.5605,LG
2019/08/11,19.74522,LG
2019/08/12,10.19108,LG
2019/08/13,15.92356,LG
2019/08/14,16.5605,LG
2019/08/15,14.01273,LG
2019/08/16,14.64968,LG
2019/08/17,19.10828,LG
2019/08/18,12.10191,LG
2019/08/19,5.73248,LG
2019/08/20,21.0191,LG
2019/08/21,21.65605,LG
2019/08/22,19.10828,LG
2019/08/23,21.0191,LG
2019/08/24,22.29299,LG
2019/08/25,17.83439,LG
2019/08/26,17.19745,LG
2019/08/27,17.19745,LG
2019/08/28,21.0191,LG
2019/08/29,22.92993,LG
2019/08/30,22.29299,LG
2019/08/31,21.0191,LG
2019/09/01,21.65605,LG
2019/09/02,12.10191,LG
2019/09/03,22.92993,LG
2019/09/04,5.09554,LG
2019/09/05,10.19108,LG
2019/09/06,11.46496,LG
2019/09/07,12.73885,LG
2019/09/08,21.65605,LG
2019/09/09,5.73248,LG
2019/09/10,12.10191,LG
2019/09/11,7.00636,LG
2019/09/12,17.83439,LG
2019/09/13,18.47133,LG
2019/09/14,26.11464,LG
2019/09/15,22.92993,LG
2019/09/16,20.38216,LG
2019/09/17,16.5605,LG
2019/09/18,14.64968,LG
2019/09/19,9.55414,LG
2019/09/20,8.91719,LG
2019/09/21,11.46496,LG
2019/09/22,25.4777,LG
2019/09/23,27.38853,LG
2019/09/24,16.5605,LG
2019/09/25,22.29299,LG
2019/09/26,24.20382,LG
2019/09/27,29.29936,LG
2019/09/28,26.11464,LG
2019/09/29,26.75159,LG
2019/09/30,36.30573,LG
2019/10/01,21.0191,LG
