date,weekday,datename,weekend,행정구,맑음,눈/비,min_c,max_c,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
2019/04/07,Sunday,,1.0,송파구,1.0,0.0,6.0,20.0,송파구,0.024,0.03,0.4,0.003,35.0,18.0
2019/04/08,Monday,,,송파구,1.0,0.0,8.0,17.0,송파구,0.028,0.029,0.4,0.003,38.0,14.0
2019/04/09,Tuesday,,,송파구,0.0,1.0,5.0,14.0,송파구,0.031,0.022,0.4,0.003,30.0,12.0
2019/04/10,Wednesday,,,송파구,0.0,1.0,5.0,10.0,송파구,0.025,0.026,0.4,0.002,9.0,8.0
2019/04/11,Thursday,,,송파구,1.0,0.0,4.0,16.0,송파구,0.036000000000000004,0.018000000000000002,0.6,0.003,31.0,21.0
2019/04/12,Friday,,,송파구,1.0,0.0,6.0,18.0,송파구,0.039,0.026,0.5,0.004,47.0,31.0
2019/04/13,Saturday,,1.0,송파구,1.0,0.0,6.0,18.0,송파구,0.042,0.032,0.5,0.004,48.0,33.0
2019/04/14,Sunday,,1.0,송파구,0.0,1.0,7.0,14.0,송파구,0.029,0.036000000000000004,0.4,0.003,39.0,23.0
2019/04/15,Monday,,,송파구,1.0,0.0,4.0,18.0,송파구,0.039,0.024,0.5,0.003,49.0,17.0
2019/04/16,Tuesday,,,송파구,1.0,0.0,7.0,23.0,송파구,0.05,0.022,0.5,0.004,48.0,23.0
2019/04/17,Wednesday,,,송파구,1.0,0.0,9.0,22.0,송파구,0.046,0.025,0.6,0.005,42.0,21.0
2019/04/18,Thursday,,,송파구,0.0,1.0,10.0,16.0,송파구,0.036000000000000004,0.021,0.4,0.004,37.0,27.0
2019/04/19,Friday,,,송파구,1.0,0.0,10.0,20.0,송파구,0.025,0.024,0.4,0.002,47.0,28.0
2019/04/20,Saturday,,1.0,송파구,0.0,1.0,10.0,19.0,송파구,0.03,0.027000000000000003,0.4,0.003,47.0,27.0
2019/04/21,Sunday,,1.0,송파구,0.0,1.0,12.0,20.0,송파구,0.02,0.035,0.4,0.002,37.0,32.0
2019/04/22,Monday,,,송파구,1.0,0.0,11.0,28.0,송파구,0.043,0.026,0.6,0.003,94.0,46.0
2019/04/23,Tuesday,,,송파구,0.0,1.0,15.0,26.0,송파구,0.051,0.031,0.7,0.005,99.0,50.0
2019/04/24,Wednesday,,,송파구,0.0,1.0,16.0,26.0,송파구,0.035,0.025,0.5,0.003,58.0,48.0
2019/04/25,Thursday,,,송파구,0.0,1.0,9.0,17.0,송파구,0.027000000000000003,0.018000000000000002,0.4,0.003,37.0,24.0
2019/04/26,Friday,,,송파구,0.0,1.0,6.0,10.0,송파구,0.021,0.026,0.3,0.002,7.0,10.0
2019/04/27,Saturday,,1.0,송파구,1.0,0.0,4.0,18.0,송파구,0.028,0.024,0.4,0.002,20.0,14.0
2019/04/28,Sunday,,1.0,송파구,0.0,1.0,10.0,17.0,송파구,0.02,0.036000000000000004,0.4,0.003,17.0,15.0
2019/04/29,Monday,,,송파구,1.0,0.0,8.0,17.0,송파구,0.041,0.013,0.5,0.002,28.0,20.0
2019/04/30,Tuesday,,,송파구,1.0,0.0,9.0,23.0,송파구,0.039,0.024,0.5,0.003,35.0,26.0
2019/05/01,Wednesday,,,송파구,1.0,0.0,11.0,22.0,송파구,0.03,0.032,0.5,0.003,64.0,31.0
2019/05/02,Thursday,,,송파구,1.0,0.0,11.0,25.0,송파구,0.033,0.026,0.4,0.003,60.0,21.0
2019/05/03,Friday,,,송파구,1.0,0.0,10.0,26.0,송파구,0.044,0.034,0.6,0.005,54.0,28.0
2019/05/04,Saturday,,1.0,송파구,1.0,0.0,12.0,27.0,송파구,0.049,0.045,0.7,0.006,93.0,64.0
2019/05/05,Sunday,어린이날,1.0,송파구,1.0,0.0,14.0,27.0,송파구,0.037000000000000005,0.046,0.6,0.005,57.0,41.0
2019/05/06,Monday,대체공휴일,1.0,송파구,0.0,1.0,10.0,20.0,송파구,0.014,0.038,0.3,0.002,32.0,14.0
2019/05/07,Tuesday,,,송파구,1.0,0.0,8.0,22.0,송파구,0.033,0.031,0.4,0.003,50.0,21.0
2019/05/08,Wednesday,,,송파구,1.0,0.0,10.0,21.0,송파구,0.029,0.048,0.4,0.005,49.0,25.0
2019/05/09,Thursday,,,송파구,1.0,0.0,12.0,23.0,송파구,0.028,0.041,0.4,0.004,49.0,31.0
2019/05/10,Friday,,,송파구,1.0,0.0,10.0,27.0,송파구,0.049,0.036000000000000004,0.5,0.004,62.0,39.0
2019/05/11,Saturday,,1.0,송파구,1.0,0.0,13.0,28.0,송파구,0.06,0.029,0.6,0.005,68.0,41.0
2019/05/12,Sunday,부처님오신날,1.0,송파구,1.0,0.0,15.0,29.0,송파구,0.039,0.051,0.5,0.005,53.0,38.0
2019/05/13,Monday,,,송파구,0.0,1.0,16.0,23.0,송파구,0.045,0.036000000000000004,0.5,0.005,54.0,39.0
2019/05/14,Tuesday,,,송파구,1.0,0.0,13.0,27.0,송파구,0.037000000000000005,0.038,0.4,0.005,47.0,39.0
2019/05/15,Wednesday,,,송파구,1.0,0.0,15.0,28.0,송파구,0.045,0.036000000000000004,0.6,0.005,66.0,50.0
2019/05/16,Thursday,,,송파구,1.0,0.0,17.0,30.0,송파구,0.047,0.037000000000000005,0.6,0.004,67.0,48.0
2019/05/17,Friday,,,송파구,1.0,0.0,18.0,28.0,송파구,0.056,0.028,0.6,0.005,57.0,43.0
2019/05/18,Saturday,,1.0,송파구,0.0,1.0,19.0,26.0,송파구,0.017,0.041,0.3,0.003,30.0,17.0
2019/05/19,Sunday,,1.0,송파구,0.0,1.0,18.0,22.0,송파구,0.014,0.026,0.3,0.002,7.0,13.0
2019/05/20,Monday,,,송파구,0.0,1.0,13.0,20.0,송파구,0.017,0.031,0.3,0.003,39.0,17.0
2019/05/21,Tuesday,,,송파구,1.0,0.0,12.0,24.0,송파구,0.022,0.042,0.4,0.004,49.0,23.0
2019/05/22,Wednesday,,,송파구,1.0,0.0,12.0,27.0,송파구,0.026,0.057,0.4,0.004,57.0,28.0
2019/05/23,Thursday,,,송파구,1.0,0.0,15.0,29.0,송파구,0.037000000000000005,0.063,0.6,0.005,72.0,40.0
2019/05/24,Friday,,,송파구,1.0,0.0,16.0,33.0,송파구,0.05,0.069,0.6,0.005,79.0,48.0
2019/05/25,Saturday,,1.0,송파구,1.0,0.0,18.0,29.0,송파구,0.031,0.064,0.6,0.005,96.0,63.0
2019/05/26,Sunday,,1.0,송파구,1.0,0.0,19.0,31.0,송파구,0.03,0.047,0.4,0.004,38.0,21.0
2019/05/27,Monday,,,송파구,0.0,1.0,14.0,22.0,송파구,0.019,0.033,0.3,0.003,21.0,15.0
2019/05/28,Tuesday,,,송파구,1.0,0.0,12.0,25.0,송파구,0.021,0.037000000000000005,0.3,0.003,22.0,9.0
2019/05/29,Wednesday,,,송파구,1.0,0.0,13.0,27.0,송파구,0.033,0.044,0.5,0.004,50.0,25.0
2019/05/30,Thursday,,,송파구,0.0,1.0,15.0,25.0,송파구,0.033,0.049,0.5,0.004,48.0,25.0
2019/05/31,Friday,,,송파구,1.0,0.0,16.0,23.0,송파구,0.019,0.053,0.3,0.003,21.0,11.0
2019/06/01,Saturday,,1.0,송파구,1.0,0.0,15.0,24.0,송파구,0.02,0.052000000000000005,0.3,0.003,36.0,26.0
2019/06/02,Sunday,,1.0,송파구,1.0,0.0,14.0,28.0,송파구,0.031,0.047,0.5,0.004,41.0,24.0
2019/06/03,Monday,,,송파구,1.0,0.0,16.0,30.0,송파구,0.039,0.047,0.5,0.003,43.0,22.0
2019/06/04,Tuesday,,,송파구,1.0,0.0,18.0,29.0,송파구,0.029,0.033,0.4,0.004,27.0,17.0
2019/06/05,Wednesday,,,송파구,1.0,0.0,18.0,30.0,송파구,0.032,0.041,0.5,0.003,64.0,47.0
2019/06/06,Thursday,현충일,1.0,송파구,0.0,1.0,19.0,25.0,송파구,0.04,0.027000000000000003,0.6,0.004,67.0,50.0
2019/06/07,Friday,,,송파구,0.0,1.0,17.0,25.0,송파구,0.016,0.056,0.3,0.002,11.0,9.0
2019/06/08,Saturday,,1.0,송파구,1.0,0.0,16.0,28.0,송파구,0.026,0.045,0.4,0.003,26.0,17.0
2019/06/09,Sunday,,1.0,송파구,0.0,1.0,17.0,27.0,송파구,0.024,0.05,0.5,0.005,50.0,40.0
2019/06/10,Monday,,,송파구,0.0,1.0,16.0,22.0,송파구,0.015,0.029,0.3,0.002,12.0,8.0
2019/06/11,Tuesday,,,송파구,1.0,0.0,16.0,26.0,송파구,0.018000000000000002,0.039,0.2,0.002,13.0,7.0
2019/06/12,Wednesday,,,송파구,1.0,0.0,16.0,26.0,송파구,0.038,0.026,0.4,0.003,37.0,22.0
2019/06/13,Thursday,,,송파구,1.0,0.0,17.0,29.0,송파구,0.038,0.033,0.4,0.003,32.0,20.0
2019/06/14,Friday,,,송파구,1.0,0.0,19.0,28.0,송파구,0.037000000000000005,0.033,0.4,0.003,40.0,26.0
2019/06/15,Saturday,,1.0,송파구,0.0,1.0,18.0,27.0,송파구,0.018000000000000002,0.046,0.4,0.002,41.0,21.0
2019/06/16,Sunday,,1.0,송파구,1.0,0.0,16.0,27.0,송파구,0.014,0.048,0.3,0.002,18.0,11.0
2019/06/17,Monday,,,송파구,0.0,1.0,18.0,26.0,송파구,0.018000000000000002,0.04,0.3,0.003,26.0,17.0
2019/06/18,Tuesday,,,송파구,0.0,1.0,17.0,25.0,송파구,0.027000000000000003,0.028,0.4,0.003,32.0,22.0
2019/06/19,Wednesday,,,송파구,0.0,1.0,19.0,25.0,송파구,0.025,0.044,0.4,0.002,37.0,27.0
2019/06/20,Thursday,,,송파구,1.0,0.0,20.0,28.0,송파구,0.025,0.046,0.4,0.002,35.0,24.0
2019/06/21,Friday,,,송파구,0.0,1.0,19.0,26.0,송파구,0.024,0.036000000000000004,0.4,0.002,33.0,22.0
2019/06/22,Saturday,,1.0,송파구,1.0,0.0,18.0,31.0,송파구,0.014,0.04,0.3,0.002,14.0,6.0
2019/06/23,Sunday,,1.0,송파구,1.0,0.0,19.0,31.0,송파구,0.013,0.043,0.3,0.002,16.0,9.0
2019/06/24,Monday,,,송파구,1.0,0.0,21.0,31.0,송파구,0.028,0.038,0.3,0.003,23.0,10.0
2019/06/25,Tuesday,,,송파구,1.0,0.0,20.0,33.0,송파구,0.034,0.048,0.4,0.003,32.0,18.0
2019/06/26,Wednesday,,,송파구,0.0,1.0,21.0,30.0,송파구,0.039,0.037000000000000005,0.4,0.003,34.0,19.0
2019/06/27,Thursday,,,송파구,0.0,1.0,22.0,31.0,송파구,0.019,0.042,0.3,0.002,16.0,8.0
2019/06/28,Friday,,,송파구,0.0,1.0,22.0,29.0,송파구,0.03,0.034,0.5,0.004,35.0,26.0
2019/06/29,Saturday,,1.0,송파구,0.0,1.0,20.0,28.0,송파구,0.021,0.03,0.4,0.003,22.0,15.0
2019/06/30,Sunday,,1.0,송파구,0.0,1.0,21.0,29.0,송파구,0.015,0.038,0.4,0.003,32.0,21.0
2019/07/01,Monday,,,송파구,1.0,0.0,21.0,29.0,송파구,0.019,0.053,0.5,0.003,33.0,23.0
2019/07/02,Tuesday,,,송파구,1.0,0.0,21.0,30.0,송파구,0.02,0.052000000000000005,0.4,0.003,28.0,20.0
2019/07/03,Wednesday,,,송파구,1.0,0.0,21.0,27.0,송파구,0.025,0.026,0.4,0.003,34.0,26.0
2019/07/04,Thursday,,,송파구,1.0,0.0,20.0,33.0,송파구,0.036000000000000004,0.031,0.4,0.003,33.0,21.0
2019/07/05,Friday,,,송파구,1.0,0.0,20.0,35.0,송파구,0.041,0.042,0.5,0.003,32.0,19.0
2019/07/06,Saturday,,1.0,송파구,1.0,0.0,25.0,36.0,송파구,0.023,0.048,0.4,0.003,25.0,16.0
2019/07/07,Sunday,,1.0,송파구,1.0,0.0,23.0,33.0,송파구,0.009000000000000001,0.046,0.3,0.002,17.0,9.0
2019/07/08,Monday,,,송파구,1.0,0.0,21.0,31.0,송파구,0.012,0.037000000000000005,0.2,0.002,10.0,4.0
2019/07/09,Tuesday,,,송파구,1.0,0.0,20.0,30.0,송파구,0.013,0.034,0.2,0.002,11.0,5.0
2019/07/10,Wednesday,,,송파구,0.0,1.0,19.0,27.0,송파구,0.014,0.028,0.2,0.002,10.0,5.0
2019/07/11,Thursday,,,송파구,0.0,1.0,20.0,26.0,송파구,0.015,0.02,0.3,0.002,9.0,2.0
2019/07/12,Friday,,,송파구,1.0,0.0,20.0,29.0,송파구,0.02,0.026,0.3,0.003,14.0,6.0
2019/07/13,Saturday,,1.0,송파구,0.0,1.0,22.0,30.0,송파구,0.019,0.04,0.4,0.003,27.0,20.0
2019/07/14,Sunday,,1.0,송파구,1.0,0.0,21.0,32.0,송파구,0.019,0.053,0.5,0.003,39.0,33.0
2019/07/15,Monday,,,송파구,0.0,1.0,22.0,27.0,송파구,0.027000000000000003,0.032,0.5,0.002,37.0,30.0
2019/07/16,Tuesday,,,송파구,0.0,1.0,21.0,29.0,송파구,0.026,0.033,0.5,0.002,31.0,22.0
2019/07/17,Wednesday,제헌절,1.0,송파구,1.0,0.0,22.0,29.0,송파구,0.034,0.039,0.6,0.003,55.0,47.0
2019/07/18,Thursday,,,송파구,1.0,0.0,23.0,32.0,송파구,0.031,0.058,0.6,0.003,54.0,47.0
2019/07/19,Friday,,,송파구,0.0,1.0,23.0,35.0,송파구,0.023,0.034,0.4,0.003,24.0,21.0
2019/07/20,Saturday,,1.0,송파구,0.0,1.0,25.0,32.0,송파구,0.01,0.014,0.2,0.002,7.0,4.0
2019/07/21,Sunday,,1.0,송파구,0.0,1.0,24.0,27.0,송파구,0.009000000000000001,0.02,0.3,0.002,12.0,8.0
2019/07/22,Monday,,,송파구,0.0,1.0,24.0,31.0,송파구,0.018000000000000002,0.047,0.4,0.003,38.0,30.0
2019/07/23,Tuesday,,,송파구,0.0,1.0,24.0,33.0,송파구,0.02,0.022,0.3,0.003,23.0,16.0
2019/07/24,Wednesday,,,송파구,0.0,1.0,25.0,27.0,송파구,0.019,0.013,0.2,0.002,17.0,10.0
2019/07/25,Thursday,,,송파구,0.0,1.0,26.0,27.0,송파구,0.024,0.018000000000000002,0.2,0.002,18.0,12.0
2019/07/26,Friday,,,송파구,0.0,1.0,24.0,26.0,송파구,0.026,0.023,0.3,0.002,14.0,12.0
2019/07/27,Saturday,,1.0,송파구,0.0,1.0,25.0,33.0,송파구,0.017,0.035,0.2,0.002,13.0,10.0
2019/07/28,Sunday,,1.0,송파구,0.0,1.0,25.0,28.0,송파구,0.012,0.025,0.2,0.002,10.0,7.0
2019/07/29,Monday,,,송파구,0.0,1.0,26.0,30.0,송파구,0.012,0.011,0.1,0.002,12.0,7.0
2019/07/30,Tuesday,,,송파구,0.0,1.0,26.0,31.0,송파구,0.009000000000000001,0.018000000000000002,0.1,0.002,13.0,8.0
2019/07/31,Wednesday,,,송파구,0.0,1.0,24.0,28.0,송파구,0.019,0.017,0.2,0.002,11.0,7.0
2019/08/01,Thursday,,,송파구,0.0,1.0,24.0,30.0,송파구,0.019,0.015,0.2,0.002,11.0,6.0
2019/08/02,Friday,,,송파구,1.0,0.0,25.0,33.0,송파구,0.024,0.021,0.2,0.002,16.0,10.0
2019/08/03,Saturday,,1.0,송파구,0.0,1.0,26.0,36.0,송파구,0.022,0.034,0.2,0.002,16.0,10.0
2019/08/04,Sunday,,1.0,송파구,0.0,1.0,25.0,34.0,송파구,0.021,0.051,0.2,0.002,23.0,15.0
2019/08/05,Monday,,,송파구,1.0,0.0,26.0,36.0,송파구,0.033,0.035,0.1,0.002,30.0,22.0
2019/08/06,Tuesday,,,송파구,1.0,0.0,28.0,37.0,송파구,0.026,0.025,0.1,0.002,23.0,15.0
2019/08/07,Wednesday,,,송파구,0.0,1.0,24.0,30.0,송파구,0.026,0.011,0.1,0.002,15.0,10.0
2019/08/08,Thursday,,,송파구,1.0,0.0,26.0,33.0,송파구,0.024,0.027000000000000003,0.1,0.003,33.0,26.0
2019/08/09,Friday,,,송파구,1.0,0.0,26.0,35.0,송파구,0.031,0.02,0.1,0.003,22.0,12.0
2019/08/10,Saturday,,1.0,송파구,1.0,0.0,27.0,37.0,송파구,0.019,0.027000000000000003,0.1,0.002,18.0,11.0
2019/08/11,Sunday,,1.0,송파구,0.0,1.0,26.0,36.0,송파구,0.008,0.026,0.1,0.002,13.0,7.0
2019/08/12,Monday,,,송파구,0.0,1.0,25.0,29.0,송파구,0.019,0.013,0.1,0.002,12.0,9.0
2019/08/13,Tuesday,,,송파구,0.0,1.0,25.0,35.0,송파구,0.021,0.024,0.2,0.003,18.0,10.0
2019/08/14,Wednesday,,,송파구,1.0,0.0,26.0,36.0,송파구,0.02,0.019,0.3,0.003,16.0,9.0
2019/08/15,Thursday,광복절,1.0,송파구,0.0,1.0,24.0,29.0,송파구,0.012,0.013,0.3,0.002,7.0,3.0
2019/08/16,Friday,,,송파구,0.0,1.0,23.0,30.0,송파구,0.016,0.026,0.4,0.003,14.0,7.0
2019/08/17,Saturday,,1.0,송파구,0.0,1.0,23.0,29.0,송파구,0.013,0.058,0.5,0.003,27.0,16.0
2019/08/18,Sunday,,1.0,송파구,1.0,0.0,23.0,31.0,송파구,0.015,0.05,0.5,0.003,23.0,14.0
2019/08/19,Monday,,,송파구,1.0,0.0,21.0,31.0,송파구,0.033,0.035,0.5,0.003,23.0,14.0
2019/08/20,Tuesday,,,송파구,1.0,0.0,23.0,33.0,송파구,0.025,0.041,0.5,0.003,25.0,16.0
2019/08/21,Wednesday,,,송파구,0.0,1.0,24.0,30.0,송파구,0.032,0.032,0.5,0.004,27.0,18.0
2019/08/22,Thursday,,,송파구,1.0,0.0,23.0,31.0,송파구,0.028,0.035,0.5,0.003,32.0,22.0
2019/08/23,Friday,,,송파구,1.0,0.0,23.0,31.0,송파구,0.024,0.04,0.6,0.003,30.0,17.0
2019/08/24,Saturday,,1.0,송파구,1.0,0.0,22.0,27.0,송파구,0.025,0.024,0.5,0.004,22.0,11.0
2019/08/25,Sunday,,1.0,송파구,1.0,0.0,20.0,30.0,송파구,0.019,0.036000000000000004,0.5,0.003,19.0,11.0
2019/08/26,Monday,,,송파구,1.0,0.0,22.0,32.0,송파구,0.027000000000000003,0.04,0.5,0.003,24.0,14.0
2019/08/27,Tuesday,,,송파구,0.0,1.0,22.0,29.0,송파구,0.03,0.037000000000000005,0.5,0.002,22.0,17.0
2019/08/28,Wednesday,,,송파구,0.0,1.0,24.0,30.0,송파구,0.026,0.038,0.5,0.003,28.0,18.0
2019/08/29,Thursday,,,송파구,0.0,1.0,20.0,26.0,송파구,0.024,0.031,0.5,0.003,24.0,15.0
2019/08/30,Friday,,,송파구,0.0,1.0,20.0,27.0,송파구,0.024,0.025,0.4,0.003,17.0,9.0
2019/08/31,Saturday,,1.0,송파구,1.0,0.0,19.0,29.0,송파구,0.024,0.032,0.4,0.003,17.0,10.0
2019/09/01,Sunday,,1.0,송파구,1.0,0.0,19.0,28.0,송파구,0.021,0.032,0.5,0.003,17.0,11.0
2019/09/02,Monday,,,송파구,1.0,0.0,19.0,30.0,송파구,0.034,0.026,0.5,0.003,24.0,13.0
2019/09/03,Tuesday,,,송파구,0.0,1.0,22.0,28.0,송파구,0.027000000000000003,0.017,0.5,0.002,19.0,10.0
2019/09/04,Wednesday,,,송파구,0.0,1.0,21.0,26.0,송파구,0.023,0.016,0.4,0.002,7.0,3.0
2019/09/05,Thursday,,,송파구,0.0,1.0,22.0,28.0,송파구,0.024,0.006999999999999999,0.4,0.002,7.0,4.0
2019/09/06,Friday,,,송파구,0.0,1.0,22.0,29.0,송파구,0.024,0.009000000000000001,0.4,0.003,13.0,5.0
2019/09/07,Saturday,,1.0,송파구,0.0,1.0,23.0,30.0,,,,,,,
2019/09/08,Sunday,,1.0,송파구,0.0,1.0,23.0,27.0,,,,,,,
2019/09/09,Monday,,,송파구,0.0,1.0,22.0,28.0,송파구,0.031,0.014,0.6,0.003,33.0,22.0
2019/09/10,Tuesday,,,송파구,0.0,1.0,22.0,27.0,송파구,0.027000000000000003,0.013,0.4,0.002,10.0,6.0
2019/09/11,Wednesday,,,송파구,0.0,1.0,20.0,29.0,송파구,0.016,0.036000000000000004,0.4,0.002,8.0,3.0
2019/09/12,Thursday,추석,1.0,송파구,0.0,1.0,19.0,23.0,송파구,0.011,0.023,0.3,0.002,11.0,6.0
2019/09/13,Friday,추석,1.0,송파구,0.0,1.0,18.0,29.0,송파구,0.013,0.028,0.3,0.002,11.0,5.0
2019/09/14,Saturday,추석,1.0,송파구,0.0,1.0,21.0,24.0,송파구,0.02,0.018000000000000002,0.4,0.002,16.0,8.0
2019/09/15,Sunday,,1.0,송파구,1.0,0.0,20.0,30.0,송파구,0.012,0.029,0.5,0.002,13.0,8.0
2019/09/16,Monday,,,송파구,1.0,0.0,21.0,31.0,송파구,0.018000000000000002,0.022,0.4,0.002,10.0,5.0
2019/09/17,Tuesday,,,송파구,1.0,0.0,18.0,29.0,송파구,0.03,0.024,0.4,0.002,23.0,8.0
2019/09/18,Wednesday,,,송파구,1.0,0.0,16.0,25.0,송파구,0.031,0.022,0.5,0.003,31.0,12.0
2019/09/19,Thursday,,,송파구,1.0,0.0,14.0,26.0,송파구,0.023,0.026,0.4,0.003,29.0,10.0
2019/09/20,Friday,,,송파구,1.0,0.0,16.0,24.0,송파구,0.024,0.014,0.4,0.002,22.0,8.0
2019/09/21,Saturday,,1.0,송파구,1.0,0.0,18.0,22.0,송파구,0.022,0.017,0.4,0.002,15.0,5.0
2019/09/22,Sunday,,1.0,송파구,0.0,1.0,17.0,20.0,송파구,0.011,0.036000000000000004,0.3,0.002,5.0,2.0
2019/09/23,Monday,,,송파구,1.0,0.0,17.0,25.0,송파구,0.015,0.032,0.3,0.002,11.0,5.0
2019/09/24,Tuesday,,,송파구,1.0,0.0,14.0,27.0,송파구,0.034,0.016,0.5,0.003,24.0,12.0
2019/09/25,Wednesday,,,송파구,1.0,0.0,15.0,27.0,송파구,0.038,0.019,0.5,0.003,28.0,15.0
2019/09/26,Thursday,,,송파구,1.0,0.0,18.0,29.0,송파구,0.036000000000000004,0.016,0.5,0.003,25.0,15.0
2019/09/27,Friday,,,송파구,1.0,0.0,20.0,27.0,송파구,0.034,0.011,0.5,0.003,23.0,11.0
2019/09/28,Saturday,,1.0,송파구,1.0,0.0,19.0,29.0,송파구,0.032,0.018000000000000002,0.5,0.003,26.0,16.0
2019/09/29,Sunday,,1.0,송파구,1.0,0.0,18.0,29.0,송파구,0.031,0.031,0.5,0.003,34.0,23.0
2019/09/30,Monday,,,송파구,1.0,0.0,16.0,30.0,송파구,0.041,0.032,0.6,0.003,46.0,33.0
2019/10/01,Tuesday,,,,,,,,송파구,0.037000000000000005,0.024,0.6,0.003,40.0,28.0
2019/10/02,Wednesday,,,,,,,,송파구,0.024,0.006,0.4,0.003,19.0,14.0
2019/10/03,Thursday,개천절,1.0,,,,,,송파구,0.015,0.018000000000000002,0.3,0.002,7.0,5.0
2019/10/04,Friday,,,,,,,,송파구,0.026,0.018000000000000002,0.4,0.003,21.0,15.0
2019/10/05,Saturday,,1.0,,,,,,송파구,0.018000000000000002,0.023,0.5,0.003,40.0,25.0
2019/10/06,Sunday,,1.0,,,,,,송파구,0.011,0.031,0.3,0.002,12.0,5.0
2019/10/07,Monday,,,,,,,,송파구,0.025,0.01,0.4,0.002,11.0,8.0
2019/10/08,Tuesday,,,,,,,,송파구,0.02,0.025,0.4,0.002,24.0,10.0
2019/10/09,Wednesday,한글날,1.0,,,,,,송파구,0.031,0.013,0.5,0.003,25.0,11.0
2019/10/10,Thursday,,,,,,,,송파구,0.039,0.006999999999999999,0.6,0.003,29.0,15.0
2019/10/11,Friday,,,,,,,,송파구,0.028,0.02,0.6,0.003,31.0,18.0
2019/10/12,Saturday,,1.0,,,,,,송파구,0.013,0.036000000000000004,0.4,0.002,25.0,11.0
2019/10/13,Sunday,,1.0,,,,,,송파구,0.015,0.029,0.3,0.002,17.0,8.0
2019/10/14,Monday,,,,,,,,송파구,0.028,0.017,0.5,0.003,30.0,15.0
2019/10/15,Tuesday,,,,,,,,송파구,0.028,0.015,0.4,0.002,21.0,8.0
2019/10/16,Wednesday,,,,,,,,송파구,0.033,0.018000000000000002,0.5,0.003,28.0,15.0
2019/10/17,Thursday,,,,,,,,송파구,0.034,0.019,0.5,0.002,31.0,17.0
2019/10/18,Friday,,,,,,,,송파구,0.028,0.017,0.4,0.002,18.0,9.0
2019/10/19,Saturday,,1.0,,,,,,송파구,0.03,0.022,0.5,0.002,22.0,11.0
2019/10/20,Sunday,,1.0,,,,,,송파구,0.031,0.022,0.5,0.003,35.0,25.0
2019/10/21,Monday,,,,,,,,송파구,0.04,0.021,0.7,0.003,36.0,22.0
2019/10/22,Tuesday,,,,,,,,송파구,0.044,0.017,0.7,0.003,35.0,21.0
2019/10/23,Wednesday,,,,,,,,송파구,0.035,0.016,0.5,0.003,25.0,14.0
2019/10/24,Thursday,,,,,,,,송파구,0.023,0.036000000000000004,0.4,0.002,27.0,17.0
2019/10/25,Friday,,,,,,,,송파구,0.029,0.025,0.4,0.002,23.0,11.0
2019/10/26,Saturday,,1.0,,,,,,송파구,0.019,0.023,0.4,0.002,24.0,13.0
2019/10/27,Sunday,,1.0,,,,,,송파구,0.026,0.022,0.5,0.003,25.0,14.0
2019/10/28,Monday,,,,,,,,송파구,0.029,0.026,0.5,0.003,29.0,18.0
2019/10/29,Tuesday,,,,,,,,송파구,0.027000000000000003,0.02,0.5,0.003,84.0,24.0
2019/10/30,Wednesday,,,,,,,,송파구,0.033,0.015,0.5,0.003,26.0,11.0
2019/10/31,Thursday,,,,,,,,송파구,0.034,0.024,0.5,0.003,64.0,23.0
