dates,parks,away,home,homewin,etcs,times
2017/03/14,대전,LG,한화,무,시범경기,13:00
2017/03/14,대구,KT,삼성,패,시범경기,13:00
2017/03/14,광주,두산,기아,승,시범경기,13:00
2017/03/14,사직,SK,롯데,패,시범경기,13:00
2017/03/14,마산,넥센,NC,무,시범경기,13:00
2017/03/15,대전,LG,한화,패,시범경기,13:00
2017/03/15,대구,KT,삼성,패,시범경기,13:00
2017/03/15,광주,두산,기아,패,시범경기,13:00
2017/03/15,사직,SK,롯데,승,시범경기,13:00
2017/03/15,마산,넥센,NC,무,시범경기,13:00
2017/03/16,대전,넥센,한화,승,시범경기,13:00
2017/03/16,대구,LG,삼성,무,시범경기,13:00
2017/03/16,광주,KT,기아,패,시범경기,13:00
2017/03/16,사직,두산,롯데,무,시범경기,13:00
2017/03/16,마산,SK,NC,승,시범경기,13:00
2017/03/17,대전,넥센,한화,승,시범경기,13:00
2017/03/17,대구,LG,삼성,패,시범경기,13:00
2017/03/17,광주,KT,기아,패,시범경기,13:00
2017/03/17,사직,두산,롯데,승,시범경기,13:00
2017/03/17,마산,SK,NC,무,시범경기,13:00
2017/03/18,고척,두산,넥센,패,시범경기,13:00
2017/03/18,대전,KT,한화,무,시범경기,13:00
2017/03/18,광주,SK,기아,승,시범경기,13:00
2017/03/18,사직,LG,롯데,승,시범경기,13:00
2017/03/18,마산,삼성,NC,승,시범경기,13:00
2017/03/19,고척,두산,넥센,승,시범경기,13:00
2017/03/19,대전,KT,한화,패,시범경기,13:00
2017/03/19,광주,SK,기아,패,시범경기,13:00
2017/03/19,사직,LG,롯데,승,시범경기,13:00
2017/03/19,마산,삼성,NC,패,시범경기,13:00
2017/03/21,고척,롯데,넥센,승,시범경기,13:00
2017/03/21,문학,두산,SK,패,시범경기,13:00
2017/03/21,광주,삼성,기아,승,시범경기,13:00
2017/03/21,마산,한화,NC,승,시범경기,13:00
2017/03/21,잠실,KT,LG,패,시범경기,17:00
2017/03/22,고척,롯데,넥센,무,시범경기,13:00
2017/03/22,문학,두산,SK,무,시범경기,13:00
2017/03/22,광주,삼성,기아,승,시범경기,13:00
2017/03/22,마산,한화,NC,패,시범경기,13:00
2017/03/22,잠실,KT,LG,승,시범경기,17:00
2017/03/23,고척,KT,넥센,승,시범경기,13:00
2017/03/23,잠실,삼성,두산,승,시범경기,13:00
2017/03/23,문학,LG,SK,승,시범경기,13:00
2017/03/23,대전,기아,한화,승,시범경기,13:00
2017/03/23,사직,NC,롯데,패,시범경기,13:00
2017/03/24,고척,KT,넥센,승,시범경기,13:00
2017/03/24,잠실,삼성,두산,승,시범경기,13:00
2017/03/24,문학,LG,SK,패,시범경기,13:00
2017/03/24,대전,기아,한화,승,시범경기,13:00
2017/03/24,사직,NC,롯데,패,시범경기,13:00
2017/03/25,고척,삼성,넥센,패,시범경기,13:00
2017/03/25,잠실,LG,두산,승,시범경기,13:00
2017/03/25,문학,한화,SK,승,시범경기,13:00
2017/03/25,사직,KT,롯데,패,시범경기,13:00
2017/03/26,고척,삼성,넥센,승,시범경기,13:00
2017/03/26,잠실,두산,LG,승,시범경기,13:00
2017/03/26,문학,한화,SK,패,시범경기,13:00
2017/03/26,광주,NC,기아,승,시범경기,13:00
2017/03/31,고척,LG,넥센,패,정규시즌,19:00
2017/03/31,잠실,한화,두산,승,정규시즌,19:00
2017/03/31,문학,KT,SK,패,정규시즌,19:00
2017/03/31,대구,기아,삼성,패,정규시즌,19:00
2017/03/31,마산,롯데,NC,승,정규시즌,19:00
2017/04/01,고척,LG,넥센,패,정규시즌,14:00
2017/04/01,잠실,한화,두산,패,정규시즌,14:00
2017/04/01,대구,기아,삼성,패,정규시즌,14:00
2017/04/01,문학,KT,SK,패,정규시즌,17:00
2017/04/01,마산,롯데,NC,패,정규시즌,17:00
2017/04/02,고척,LG,넥센,패,정규시즌,14:00
2017/04/02,잠실,한화,두산,승,정규시즌,14:00
2017/04/02,문학,KT,SK,패,정규시즌,14:00
2017/04/02,대구,기아,삼성,승,정규시즌,14:00
2017/04/02,마산,롯데,NC,패,정규시즌,14:00
2017/04/04,잠실,삼성,LG,승,정규시즌,18:30
2017/04/04,대전,NC,한화,승,정규시즌,18:30
2017/04/04,광주,SK,기아,승,정규시즌,18:30
2017/04/04,사직,넥센,롯데,승,정규시즌,18:30
2017/04/04,수원,두산,KT,패,정규시즌,19:00
2017/04/06,잠실,삼성,LG,승,정규시즌,18:30
2017/04/06,대전,NC,한화,패,정규시즌,18:30
2017/04/06,광주,SK,기아,승,정규시즌,18:30
2017/04/06,사직,넥센,롯데,승,정규시즌,18:30
2017/04/06,수원,두산,KT,승,정규시즌,18:30
2017/04/07,잠실,넥센,두산,패,정규시즌,18:30
2017/04/07,문학,NC,SK,패,정규시즌,18:30
2017/04/07,광주,한화,기아,승,정규시즌,18:30
2017/04/07,사직,LG,롯데,패,정규시즌,18:30
2017/04/07,수원,삼성,KT,승,정규시즌,18:30
2017/04/08,잠실,넥센,두산,패,정규시즌,17:00
2017/04/08,문학,NC,SK,승,정규시즌,17:00
2017/04/08,광주,한화,기아,패,정규시즌,17:00
2017/04/08,사직,LG,롯데,승,정규시즌,17:00
2017/04/08,수원,삼성,KT,승,정규시즌,17:00
2017/04/09,잠실,넥센,두산,패,정규시즌,14:00
2017/04/09,문학,NC,SK,승,정규시즌,14:00
2017/04/09,광주,한화,기아,승,정규시즌,14:00
2017/04/09,사직,LG,롯데,승,정규시즌,14:00
2017/04/09,수원,삼성,KT,승,정규시즌,14:00
2017/04/11,고척,KT,넥센,승,정규시즌,18:30
2017/04/11,잠실,기아,두산,승,정규시즌,18:30
2017/04/11,문학,롯데,SK,패,정규시즌,18:30
2017/04/11,대구,한화,삼성,패,정규시즌,18:30
2017/04/11,마산,LG,NC,승,정규시즌,18:30
2017/04/12,고척,KT,넥센,승,정규시즌,18:30
2017/04/12,잠실,기아,두산,패,정규시즌,18:30
2017/04/12,문학,롯데,SK,승,정규시즌,18:30
2017/04/12,대구,한화,삼성,패,정규시즌,18:30
2017/04/12,마산,LG,NC,승,정규시즌,18:30
2017/04/13,고척,KT,넥센,패,정규시즌,18:30
2017/04/13,잠실,기아,두산,패,정규시즌,18:30
2017/04/13,문학,롯데,SK,승,정규시즌,18:30
2017/04/13,대구,한화,삼성,승,정규시즌,18:30
2017/04/13,마산,LG,NC,승,정규시즌,18:30
2017/04/14,잠실,KT,LG,승,정규시즌,18:30
2017/04/14,대전,SK,한화,패,정규시즌,18:30
2017/04/14,광주,넥센,기아,승,정규시즌,18:30
2017/04/14,사직,삼성,롯데,승,정규시즌,18:30
2017/04/14,마산,두산,NC,패,정규시즌,18:30
2017/04/15,잠실,KT,LG,패,정규시즌,17:00
2017/04/15,대전,SK,한화,패,정규시즌,17:00
2017/04/15,광주,넥센,기아,승,정규시즌,17:00
2017/04/15,사직,삼성,롯데,승,정규시즌,17:00
2017/04/15,마산,두산,NC,패,정규시즌,17:00
2017/04/16,잠실,KT,LG,승,정규시즌,14:00
2017/04/16,대전,SK,한화,패,정규시즌,14:00
2017/04/16,광주,넥센,기아,승,정규시즌,14:00
2017/04/16,사직,삼성,롯데,패,정규시즌,14:00
2017/04/16,마산,두산,NC,승,정규시즌,14:00
2017/04/18,잠실,삼성,두산,무,정규시즌,18:30
2017/04/18,문학,넥센,SK,승,정규시즌,18:30
2017/04/18,대전,LG,한화,승,정규시즌,18:30
2017/04/18,사직,NC,롯데,패,정규시즌,18:30
2017/04/18,수원,기아,KT,패,정규시즌,18:30
2017/04/19,잠실,삼성,두산,승,정규시즌,18:30
2017/04/19,문학,넥센,SK,승,정규시즌,18:30
2017/04/19,대전,LG,한화,승,정규시즌,18:30
2017/04/19,사직,NC,롯데,패,정규시즌,18:30
2017/04/19,수원,기아,KT,승,정규시즌,18:30
2017/04/20,잠실,삼성,두산,승,정규시즌,18:30
2017/04/20,문학,넥센,SK,패,정규시즌,18:30
2017/04/20,대전,LG,한화,패,정규시즌,18:30
2017/04/20,사직,NC,롯데,패,정규시즌,18:30
2017/04/20,수원,기아,KT,패,정규시즌,18:30
2017/04/21,고척,롯데,넥센,승,정규시즌,18:30
2017/04/21,잠실,기아,LG,승,정규시즌,18:30
2017/04/21,문학,두산,SK,승,정규시즌,18:30
2017/04/21,대구,NC,삼성,무,정규시즌,18:30
2017/04/21,수원,한화,KT,패,정규시즌,18:30
2017/04/22,고척,롯데,넥센,패,정규시즌,17:00
2017/04/22,잠실,기아,LG,패,정규시즌,17:00
2017/04/22,문학,두산,SK,승,정규시즌,17:00
2017/04/22,대구,NC,삼성,패,정규시즌,17:00
2017/04/22,수원,한화,KT,승,정규시즌,17:00
2017/04/23,고척,롯데,넥센,승,정규시즌,14:00
2017/04/23,잠실,기아,LG,승,정규시즌,14:00
2017/04/23,문학,두산,SK,패,정규시즌,14:00
2017/04/23,대구,NC,삼성,패,정규시즌,14:00
2017/04/23,수원,한화,KT,패,정규시즌,14:00
2017/04/25,고척,두산,넥센,승,정규시즌,18:30
2017/04/25,잠실,SK,LG,패,정규시즌,18:30
2017/04/25,광주,삼성,기아,승,정규시즌,18:30
2017/04/25,사직,한화,롯데,승,정규시즌,18:30
2017/04/25,마산,KT,NC,승,정규시즌,18:30
2017/04/26,고척,두산,넥센,패,정규시즌,18:30
2017/04/26,잠실,SK,LG,승,정규시즌,18:30
2017/04/26,광주,삼성,기아,승,정규시즌,18:30
2017/04/26,사직,한화,롯데,승,정규시즌,18:30
2017/04/26,마산,KT,NC,승,정규시즌,18:30
2017/04/27,고척,두산,넥센,승,정규시즌,18:30
2017/04/27,잠실,SK,LG,승,정규시즌,18:30
2017/04/27,광주,삼성,기아,승,정규시즌,18:30
2017/04/27,사직,한화,롯데,패,정규시즌,18:30
2017/04/27,마산,KT,NC,승,정규시즌,18:30
2017/04/28,잠실,롯데,두산,승,정규시즌,18:30
2017/04/28,대전,넥센,한화,패,정규시즌,18:30
2017/04/28,대구,SK,삼성,패,정규시즌,18:30
2017/04/28,광주,NC,기아,승,정규시즌,18:30
2017/04/28,수원,LG,KT,패,정규시즌,18:30
2017/04/29,잠실,롯데,두산,승,정규시즌,17:00
2017/04/29,대전,넥센,한화,패,정규시즌,17:00
2017/04/29,대구,SK,삼성,승,정규시즌,17:00
2017/04/29,광주,NC,기아,패,정규시즌,17:00
2017/04/29,수원,LG,KT,승,정규시즌,17:00
2017/04/30,잠실,롯데,두산,패,정규시즌,14:00
2017/04/30,대전,넥센,한화,패,정규시즌,14:00
2017/04/30,대구,SK,삼성,패,정규시즌,14:00
2017/04/30,광주,NC,기아,패,정규시즌,14:00
2017/04/30,수원,LG,KT,패,정규시즌,14:00
2017/05/02,고척,기아,넥센,패,정규시즌,18:30
2017/05/02,잠실,NC,LG,패,정규시즌,18:30
2017/05/02,문학,한화,SK,패,정규시즌,18:30
2017/05/02,대구,두산,삼성,승,정규시즌,18:30
2017/05/02,수원,롯데,KT,패,정규시즌,18:30
2017/05/03,고척,기아,넥센,패,정규시즌,14:00
2017/05/03,잠실,NC,LG,승,정규시즌,14:00
2017/05/03,문학,한화,SK,패,정규시즌,14:00
2017/05/03,대구,두산,삼성,패,정규시즌,14:00
2017/05/03,수원,롯데,KT,승,정규시즌,14:00
2017/05/04,고척,기아,넥센,승,정규시즌,18:30
2017/05/04,잠실,NC,LG,승,정규시즌,18:30
2017/05/04,문학,한화,SK,승,정규시즌,18:30
2017/05/04,대구,두산,삼성,패,정규시즌,18:30
2017/05/04,수원,롯데,KT,패,정규시즌,18:30
2017/05/05,고척,SK,넥센,승,정규시즌,14:00
2017/05/05,잠실,LG,두산,패,정규시즌,14:00
2017/05/05,대전,KT,한화,승,정규시즌,14:00
2017/05/05,사직,기아,롯데,패,정규시즌,14:00
2017/05/05,마산,삼성,NC,승,정규시즌,14:00
2017/05/06,고척,SK,넥센,패,정규시즌,17:00
2017/05/06,잠실,LG,두산,패,정규시즌,17:00
2017/05/06,대전,KT,한화,승,정규시즌,17:00
2017/05/06,사직,기아,롯데,패,정규시즌,17:00
2017/05/06,마산,삼성,NC,패,정규시즌,17:00
2017/05/07,고척,SK,넥센,무,정규시즌,14:00
2017/05/07,잠실,LG,두산,패,정규시즌,14:00
2017/05/07,대전,KT,한화,패,정규시즌,14:00
2017/05/07,사직,기아,롯데,패,정규시즌,14:00
2017/05/07,마산,삼성,NC,승,정규시즌,14:00
2017/05/09,광주,KT,기아,승,정규시즌,18:30
2017/05/10,잠실,SK,두산,승,정규시즌,18:30
2017/05/10,대전,롯데,한화,패,정규시즌,18:30
2017/05/10,대구,LG,삼성,패,정규시즌,18:30
2017/05/10,광주,KT,기아,패,정규시즌,18:30
2017/05/10,마산,넥센,NC,승,정규시즌,18:30
2017/05/11,잠실,SK,두산,승,정규시즌,18:30
2017/05/11,대전,롯데,한화,승,정규시즌,18:30
2017/05/11,대구,LG,삼성,패,정규시즌,18:30
2017/05/11,광주,KT,기아,패,정규시즌,18:30
2017/05/11,마산,넥센,NC,패,정규시즌,18:30
2017/05/12,잠실,한화,LG,패,정규시즌,18:30
2017/05/12,문학,기아,SK,승,정규시즌,18:30
2017/05/12,대구,넥센,삼성,승,정규시즌,18:30
2017/05/12,수원,NC,KT,패,정규시즌,18:30
2017/05/13,잠실,한화,LG,패,정규시즌,17:00
2017/05/13,문학,기아,SK,패,정규시즌,17:00
2017/05/13,대구,넥센,삼성,패,정규시즌,17:00
2017/05/13,사직,두산,롯데,패,정규시즌,17:00
2017/05/13,수원,NC,KT,승,정규시즌,17:00
2017/05/14,잠실,한화,LG,승,정규시즌,14:00
2017/05/14,문학,기아,SK,승,정규시즌,14:00
2017/05/14,대구,넥센,삼성,패,정규시즌,14:00
2017/05/14,사직,두산,롯데,패,정규시즌,14:00
2017/05/14,수원,NC,KT,승,정규시즌,14:00
2017/05/16,고척,한화,넥센,승,정규시즌,18:30
2017/05/16,잠실,NC,두산,패,정규시즌,18:30
2017/05/16,문학,삼성,SK,패,정규시즌,18:30
2017/05/16,광주,LG,기아,승,정규시즌,18:30
2017/05/16,사직,KT,롯데,승,정규시즌,18:30
2017/05/17,고척,한화,넥센,패,정규시즌,18:30
2017/05/17,잠실,NC,두산,패,정규시즌,18:30
2017/05/17,문학,삼성,SK,패,정규시즌,18:30
2017/05/17,광주,LG,기아,승,정규시즌,18:30
2017/05/17,사직,KT,롯데,승,정규시즌,18:30
2017/05/18,고척,한화,넥센,승,정규시즌,18:30
2017/05/18,잠실,NC,두산,승,정규시즌,18:30
2017/05/18,문학,삼성,SK,승,정규시즌,18:30
2017/05/18,광주,LG,기아,승,정규시즌,18:30
2017/05/18,사직,KT,롯데,승,정규시즌,18:30
2017/05/19,잠실,롯데,LG,패,정규시즌,18:30
2017/05/19,대전,삼성,한화,패,정규시즌,18:30
2017/05/19,광주,두산,기아,패,정규시즌,18:30
2017/05/19,마산,SK,NC,패,정규시즌,18:30
2017/05/19,수원,넥센,KT,패,정규시즌,18:30
2017/05/20,잠실,롯데,LG,승,정규시즌,17:00
2017/05/20,대전,삼성,한화,패,정규시즌,17:00
2017/05/20,광주,두산,기아,패,정규시즌,17:00
2017/05/20,마산,SK,NC,승,정규시즌,17:00
2017/05/20,수원,넥센,KT,패,정규시즌,17:00
2017/05/21,잠실,롯데,LG,승,정규시즌,14:00
2017/05/21,대전,삼성,한화,패,정규시즌,14:00
2017/05/21,광주,두산,기아,패,정규시즌,14:00
2017/05/21,마산,SK,NC,패,정규시즌,14:00
2017/05/21,수원,넥센,KT,승,정규시즌,14:00
2017/05/23,고척,NC,넥센,패,정규시즌,18:30
2017/05/23,대전,기아,한화,패,정규시즌,18:30
2017/05/23,대구,KT,삼성,패,정규시즌,18:30
2017/05/23,사직,SK,롯데,승,정규시즌,18:30
2017/05/24,고척,NC,넥센,패,정규시즌,18:30
2017/05/24,잠실,두산,LG,패,정규시즌,18:30
2017/05/24,대전,기아,한화,패,정규시즌,18:30
2017/05/24,대구,KT,삼성,패,정규시즌,18:30
2017/05/24,사직,SK,롯데,승,정규시즌,18:30
2017/05/25,고척,NC,넥센,패,정규시즌,18:30
2017/05/25,잠실,두산,LG,패,정규시즌,18:30
2017/05/25,대전,기아,한화,패,정규시즌,18:30
2017/05/25,대구,KT,삼성,승,정규시즌,18:30
2017/05/25,사직,SK,롯데,승,정규시즌,18:30
2017/05/26,고척,삼성,넥센,승,정규시즌,18:30
2017/05/26,잠실,KT,두산,패,정규시즌,18:30
2017/05/26,문학,LG,SK,승,정규시즌,18:30
2017/05/26,광주,롯데,기아,패,정규시즌,18:30
2017/05/26,마산,한화,NC,승,정규시즌,18:30
2017/05/27,고척,삼성,넥센,승,정규시즌,17:00
2017/05/27,잠실,KT,두산,승,정규시즌,17:00
2017/05/27,문학,LG,SK,승,정규시즌,17:00
2017/05/27,광주,롯데,기아,승,정규시즌,17:00
2017/05/27,마산,한화,NC,패,정규시즌,17:00
2017/05/28,고척,삼성,넥센,패,정규시즌,14:00
2017/05/28,잠실,KT,두산,승,정규시즌,14:00
2017/05/28,문학,LG,SK,승,정규시즌,14:00
2017/05/28,광주,롯데,기아,승,정규시즌,14:00
2017/05/28,마산,한화,NC,패,정규시즌,14:00
2017/05/30,잠실,넥센,LG,패,정규시즌,18:30
2017/05/30,대전,두산,한화,승,정규시즌,18:30
2017/05/30,대구,롯데,삼성,패,정규시즌,18:30
2017/05/30,마산,기아,NC,패,정규시즌,18:30
2017/05/30,수원,SK,KT,패,정규시즌,18:30
2017/05/31,잠실,넥센,LG,승,정규시즌,18:30
2017/05/31,대전,두산,한화,승,정규시즌,18:30
2017/05/31,대구,롯데,삼성,승,정규시즌,18:30
2017/05/31,마산,기아,NC,패,정규시즌,18:30
2017/05/31,수원,SK,KT,패,정규시즌,18:30
2017/06/01,잠실,넥센,LG,승,정규시즌,18:30
2017/06/01,대전,두산,한화,패,정규시즌,18:30
2017/06/01,대구,롯데,삼성,승,정규시즌,18:30
2017/06/01,마산,기아,NC,승,정규시즌,18:30
2017/06/01,수원,SK,KT,패,정규시즌,18:30
2017/06/02,고척,두산,넥센,패,정규시즌,18:30
2017/06/02,잠실,NC,LG,패,정규시즌,18:30
2017/06/02,대전,SK,한화,승,정규시즌,18:30
2017/06/02,대구,기아,삼성,승,정규시즌,18:30
2017/06/02,사직,KT,롯데,패,정규시즌,18:30
2017/06/03,고척,두산,넥센,승,정규시즌,17:00
2017/06/03,잠실,NC,LG,패,정규시즌,17:00
2017/06/03,대전,SK,한화,패,정규시즌,17:00
2017/06/03,대구,기아,삼성,승,정규시즌,17:00
2017/06/03,사직,KT,롯데,패,정규시즌,17:00
2017/06/04,고척,두산,넥센,패,정규시즌,17:00
2017/06/04,잠실,NC,LG,패,정규시즌,17:00
2017/06/04,대전,SK,한화,패,정규시즌,17:00
2017/06/04,대구,기아,삼성,패,정규시즌,17:00
2017/06/04,사직,KT,롯데,승,정규시즌,17:00
2017/06/06,잠실,삼성,두산,패,정규시즌,14:00
2017/06/06,문학,넥센,SK,승,정규시즌,14:00
2017/06/06,마산,롯데,NC,패,정규시즌,17:00
2017/06/07,잠실,삼성,두산,승,정규시즌,18:30
2017/06/07,문학,넥센,SK,패,정규시즌,18:30
2017/06/07,광주,한화,기아,승,정규시즌,18:30
2017/06/07,마산,롯데,NC,승,정규시즌,18:30
2017/06/07,수원,LG,KT,패,정규시즌,18:30
2017/06/08,잠실,삼성,두산,승,정규시즌,18:30
2017/06/08,문학,넥센,SK,패,정규시즌,18:30
2017/06/08,광주,한화,기아,승,정규시즌,18:30
2017/06/08,마산,롯데,NC,승,정규시즌,18:30
2017/06/08,수원,LG,KT,패,정규시즌,18:30
2017/06/09,잠실,SK,LG,승,정규시즌,18:30
2017/06/09,대전,삼성,한화,패,정규시즌,18:30
2017/06/09,광주,넥센,기아,패,정규시즌,18:30
2017/06/09,마산,KT,NC,승,정규시즌,18:30
2017/06/09,울산,두산,롯데,패,정규시즌,18:30
2017/06/10,잠실,SK,LG,패,정규시즌,17:00
2017/06/10,대전,삼성,한화,승,정규시즌,17:00
2017/06/10,광주,넥센,기아,패,정규시즌,17:00
2017/06/10,마산,KT,NC,승,정규시즌,17:00
2017/06/10,울산,두산,롯데,승,정규시즌,17:00
2017/06/11,잠실,SK,LG,승,정규시즌,17:00
2017/06/11,대전,삼성,한화,패,정규시즌,17:00
2017/06/11,광주,넥센,기아,승,정규시즌,17:00
2017/06/11,마산,KT,NC,승,정규시즌,17:00
2017/06/11,울산,두산,롯데,승,정규시즌,17:00
2017/06/13,고척,NC,넥센,패,정규시즌,18:30
2017/06/13,잠실,LG,두산,승,정규시즌,18:30
2017/06/13,문학,한화,SK,패,정규시즌,18:30
2017/06/13,사직,기아,롯데,패,정규시즌,18:30
2017/06/13,포항,KT,삼성,승,정규시즌,18:30
2017/06/14,고척,NC,넥센,승,정규시즌,18:30
2017/06/14,잠실,LG,두산,패,정규시즌,18:30
2017/06/14,문학,한화,SK,승,정규시즌,18:30
2017/06/14,사직,기아,롯데,패,정규시즌,18:30
2017/06/14,포항,KT,삼성,패,정규시즌,18:30
2017/06/15,고척,NC,넥센,패,정규시즌,18:30
2017/06/15,잠실,LG,두산,패,정규시즌,18:30
2017/06/15,문학,한화,SK,승,정규시즌,18:30
2017/06/15,사직,기아,롯데,패,정규시즌,18:30
2017/06/15,포항,KT,삼성,승,정규시즌,18:30
2017/06/16,고척,롯데,넥센,승,정규시즌,18:30
2017/06/16,잠실,NC,두산,패,정규시즌,18:30
2017/06/16,대구,SK,삼성,패,정규시즌,18:30
2017/06/16,광주,LG,기아,패,정규시즌,18:30
2017/06/16,수원,한화,KT,패,정규시즌,18:30
2017/06/17,고척,롯데,넥센,승,정규시즌,17:00
2017/06/17,잠실,NC,두산,승,정규시즌,17:00
2017/06/17,대구,SK,삼성,패,정규시즌,17:00
2017/06/17,광주,LG,기아,승,정규시즌,17:00
2017/06/17,수원,한화,KT,패,정규시즌,17:00
2017/06/18,고척,롯데,넥센,승,정규시즌,17:00
2017/06/18,잠실,NC,두산,승,정규시즌,17:00
2017/06/18,대구,SK,삼성,승,정규시즌,17:00
2017/06/18,광주,LG,기아,패,정규시즌,17:00
2017/06/18,수원,한화,KT,패,정규시즌,17:00
2017/06/20,잠실,삼성,LG,승,정규시즌,18:30
2017/06/20,문학,NC,SK,승,정규시즌,18:30
2017/06/20,대전,넥센,한화,승,정규시즌,18:30
2017/06/20,수원,롯데,KT,패,정규시즌,18:30
2017/06/21,잠실,삼성,LG,패,정규시즌,18:30
2017/06/21,문학,NC,SK,패,정규시즌,18:30
2017/06/21,대전,넥센,한화,패,정규시즌,18:30
2017/06/21,광주,두산,기아,승,정규시즌,18:30
2017/06/21,수원,롯데,KT,패,정규시즌,18:30
2017/06/22,잠실,삼성,LG,패,정규시즌,18:30
2017/06/22,문학,NC,SK,승,정규시즌,18:30
2017/06/22,대전,넥센,한화,승,정규시즌,18:30
2017/06/22,광주,두산,기아,승,정규시즌,18:30
2017/06/22,수원,롯데,KT,승,정규시즌,18:30
2017/06/23,고척,LG,넥센,승,정규시즌,18:30
2017/06/23,잠실,롯데,두산,승,정규시즌,18:30
2017/06/23,문학,KT,SK,승,정규시즌,18:30
2017/06/23,대구,한화,삼성,승,정규시즌,18:30
2017/06/23,마산,기아,NC,승,정규시즌,18:30
2017/06/24,고척,LG,넥센,패,정규시즌,17:00
2017/06/24,잠실,롯데,두산,패,정규시즌,17:00
2017/06/24,문학,KT,SK,승,정규시즌,17:00
2017/06/24,대구,한화,삼성,승,정규시즌,17:00
2017/06/24,마산,기아,NC,승,정규시즌,17:00
2017/06/25,고척,LG,넥센,승,정규시즌,17:00
2017/06/25,잠실,롯데,두산,패,정규시즌,17:00
2017/06/25,문학,KT,SK,승,정규시즌,17:00
2017/06/25,대구,한화,삼성,무,정규시즌,17:00
2017/06/25,마산,기아,NC,승,정규시즌,17:00
2017/06/27,잠실,SK,두산,패,정규시즌,18:30
2017/06/27,광주,삼성,기아,승,정규시즌,18:30
2017/06/27,사직,LG,롯데,승,정규시즌,18:30
2017/06/27,청주,KT,한화,승,정규시즌,18:30
2017/06/27,마산,넥센,NC,승,정규시즌,18:30
2017/06/28,잠실,SK,두산,패,정규시즌,18:30
2017/06/28,광주,삼성,기아,승,정규시즌,18:30
2017/06/28,사직,LG,롯데,무,정규시즌,18:30
2017/06/28,청주,KT,한화,패,정규시즌,18:30
2017/06/28,마산,넥센,NC,승,정규시즌,18:30
2017/06/29,잠실,SK,두산,승,정규시즌,18:30
2017/06/29,광주,삼성,기아,승,정규시즌,18:30
2017/06/29,청주,KT,한화,승,정규시즌,18:30
2017/06/30,잠실,기아,LG,패,정규시즌,18:30
2017/06/30,문학,삼성,SK,승,정규시즌,18:30
2017/06/30,대전,두산,한화,승,정규시즌,18:30
2017/06/30,사직,NC,롯데,승,정규시즌,18:30
2017/06/30,수원,넥센,KT,패,정규시즌,18:30
